DIA,Estado / O.R.,NACIONALIDAD,ESTANCIA DIF,TOTAL DE CANALIZADOS,ADULTOS,MENORES
06/10/2024,CHIAPAS,COLOMBIA,OTRO,4,4,4
06/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",5,5,5
06/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,1,1
06/10/2024,CHIAPAS,ECUADOR,OTRO LUGAR,5,5,5
06/10/2024,CHIAPAS,ECUADOR,OTRO,7,7,7
06/10/2024,CHIAPAS,ECUADOR,OTRO,1,1,1
06/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",1,1,1
06/10/2024,CHIAPAS,ECUADOR,"ALBERGUE PIJIJIAPAN, CHIAPAS",6,6,6
06/10/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
06/10/2024,CHIAPAS,EL SALVADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",8,8,8
06/10/2024,CHIAPAS,EL SALVADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
06/10/2024,CHIAPAS,GEORGIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
06/10/2024,CHIAPAS,GUATEMALA,"DIF ESTATAL VIVA MEXICO, CHIAPAS",1,0,1
06/10/2024,CHIAPAS,GUATEMALA,"CAS HUIXTLA, CHIAPAS",1,0,1
06/10/2024,CHIAPAS,GUATEMALA,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,1,1
06/10/2024,CHIAPAS,GUATEMALA,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
06/10/2024,CHIAPAS,GUATEMALA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
06/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,HONDURAS,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,1,3
06/10/2024,CHIAPAS,KAZAJSTAN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
06/10/2024,CHIAPAS,KAZAJSTAN,"CAS HUIXTLA, CHIAPAS",8,8,8
06/10/2024,CHIAPAS,NICARAGUA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,2,2,2
06/10/2024,CHIAPAS,PERÚ,OTRO,4,4,4
06/10/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,PERÚ,"CAS HUIXTLA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,1,1
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,128,127,128
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,18,18,18
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
06/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",15,15,15
06/10/2024,CHIHUAHUA,HONDURAS,OTRO,1,0,1
06/10/2024,GUANAJUATO,BRASIL,OTRO,4,4,4
06/10/2024,GUANAJUATO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,1,0,1
06/10/2024,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
06/10/2024,PUEBLA,GUATEMALA,DIF ESTATAL LOCALIDAD -PUEBLA,8,8,8
06/10/2024,TABASCO,BRASIL,OTRO LUGAR,4,4,4
06/10/2024,TABASCO,COLOMBIA,OTRO,8,8,8
06/10/2024,TABASCO,ECUADOR,OTRO LUGAR,7,7,7
06/10/2024,TABASCO,EL SALVADOR,OTRO,1,1,1
06/10/2024,TABASCO,GEORGIA,OTRO LUGAR,3,3,3
06/10/2024,TABASCO,GUATEMALA,OTRO,9,9,9
06/10/2024,TABASCO,GUINEA,OTRO LUGAR,5,5,5
06/10/2024,TABASCO,HONDURAS,OTRO,4,4,4
06/10/2024,TABASCO,UZBEKISTÁN,OTRO,4,4,4
06/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
06/10/2024,TAMAULIPAS,GUATEMALA,OTRO,3,3,3
06/10/2024,TLAXCALA,EL SALVADOR,DIF ESTATAL LOCALIDAD - TLAXCALA,1,0,1
06/10/2024,TLAXCALA,HONDURAS,DIF ESTATAL LOCALIDAD - TLAXCALA,1,1,1
06/10/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - TLAXCALA,2,2,2
06/10/2024,VERACRUZ,NICARAGUA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,1,1,1
06/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,2,2,2
06/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,6,6,6
07/10/2024,BAJA CALIFORNIA,EGIPTO,OTRO,4,4,4
07/10/2024,BAJA CALIFORNIA,GUYANA,OTRO,1,1,1
07/10/2024,CHIAPAS,BÉLGICA,"CAS HUIXTLA, CHIAPAS",4,4,4
07/10/2024,CHIAPAS,BRASIL,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
07/10/2024,CHIAPAS,CHILE,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
07/10/2024,CHIAPAS,COLOMBIA,OTRO,3,3,3
07/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",22,22,22
07/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
07/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",1,1,1
07/10/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",3,3,3
07/10/2024,CHIAPAS,ECUADOR,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,0,1
07/10/2024,CHIAPAS,ECUADOR,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
07/10/2024,CHIAPAS,EGIPTO,"ALBERGUE ARRIAGA, CHIAPAS ",1,1,1
07/10/2024,CHIAPAS,EL SALVADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
07/10/2024,CHIAPAS,EL SALVADOR,"DIF ESTATAL VIVA MEXICO, CHIAPAS",1,0,1
07/10/2024,CHIAPAS,GUATEMALA,"CAS HUIXTLA, CHIAPAS",4,4,4
07/10/2024,CHIAPAS,GUATEMALA,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
07/10/2024,CHIAPAS,HONDURAS,ALBERGUE TEMPORAL PARA MENORES MIGRANTES SISTEMA DIF ESTATAL - LOCALIDAD TAPACHULA,2,2,2
07/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",10,10,10
07/10/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
07/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,10,10,10
07/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",69,69,69
07/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",5,3,5
07/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",3,3,3
07/10/2024,NUEVO LEÓN,GUATEMALA,DIF ESTATAL LOCALIDAD - MONTERREY,5,5,5
07/10/2024,OAXACA,EL SALVADOR,OTRO,5,5,5
07/10/2024,OAXACA,PERÚ,OTRO,2,2,2
07/10/2024,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
07/10/2024,PUEBLA,ECUADOR,DIF ESTATAL LOCALIDAD -PUEBLA,4,4,4
07/10/2024,PUEBLA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
07/10/2024,QUINTANA ROO,CANADÁ,OTRO,1,0,1
07/10/2024,QUINTANA ROO,HONDURAS,OTRO,3,0,3
07/10/2024,SAN LUIS POTOSÍ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,7,7,7
07/10/2024,SONORA,EGIPTO,OTRO,28,28,28
07/10/2024,SONORA,EGIPTO,OTRO,2,2,2
07/10/2024,SONORA,INDIA,OTRO,10,10,10
07/10/2024,SONORA,PERÚ,OTRO,1,1,1
07/10/2024,TABASCO,COLOMBIA,OTRO,8,8,8
07/10/2024,TABASCO,CUBA,OTRO,4,4,4
07/10/2024,TABASCO,ECUADOR,OTRO,5,5,5
07/10/2024,TABASCO,EGIPTO,OTRO,1,1,1
07/10/2024,TABASCO,ESTADOS UNIDOS DE AMÉRICA,OTRO,2,2,2
07/10/2024,TABASCO,FEDERACIÓN DE RUSIA,OTRO,6,6,6
07/10/2024,TABASCO,GUATEMALA,OTRO,1,0,1
07/10/2024,TABASCO,INDIA,OTRO,7,7,7
07/10/2024,TABASCO,NICARAGUA,OTRO,1,1,1
07/10/2024,TABASCO,RUMANIA,OTRO,2,2,2
07/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,13,13,13
07/10/2024,TLAXCALA,HONDURAS,DIF ESTATAL LOCALIDAD - TLAXCALA,3,0,3
07/10/2024,VERACRUZ,COLOMBIA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,3,3,3
07/10/2024,VERACRUZ,COSTA RICA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,1,1,1
07/10/2024,VERACRUZ,EL SALVADOR,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,1,1,1
07/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,7,7,7
08/10/2024,BAJA CALIFORNIA,ECUADOR,OTRO,1,1,1
08/10/2024,BAJA CALIFORNIA,FEDERACIÓN DE RUSIA,OTRO,2,2,2
08/10/2024,BAJA CALIFORNIA,NICARAGUA,OTRO,4,4,4
08/10/2024,BAJA CALIFORNIA,PERÚ,OTRO,1,1,1
08/10/2024,COAHUILA,HONDURAS,"ALBERGUE TRANSITORIO PARA MENORES MIGRANTES ""CAMINO A CASA"" DIF ESTATAL - MUNICIPAL PIEDRAS NEGRAS",1,0,1
08/10/2024,CHIAPAS,ANGOLA,OTRO LUGAR,3,3,3
08/10/2024,CHIAPAS,COLOMBIA,OTRO,1,0,1
08/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,11,11,11
08/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",14,13,14
08/10/2024,CHIAPAS,COLOMBIA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",7,7,7
08/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",2,2,2
08/10/2024,CHIAPAS,CONGO,OTRO LUGAR,2,2,2
08/10/2024,CHIAPAS,CUBA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
08/10/2024,CHIAPAS,CUBA,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,1,1
08/10/2024,CHIAPAS,ECUADOR,SIN REGISTRO,0,2,2
08/10/2024,CHIAPAS,ECUADOR,"CAS HUIXTLA, CHIAPAS",4,4,4
08/10/2024,CHIAPAS,ECUADOR,"ALBERGUE PIJIJIAPAN, CHIAPAS",1,0,1
08/10/2024,CHIAPAS,ECUADOR,"ALBERGUE TONALA, CHIAPAS",1,1,1
08/10/2024,CHIAPAS,ECUADOR,"REFUGIO TEMPORAL PARA NIÑAS Y NIÑOS DE TUXTLA GUTIERREZ Y NIÑOS MIGRANTES (DIF DEMOCRÁTICA, CHIAPAS)",1,0,1
08/10/2024,CHIAPAS,EL SALVADOR,"DIF MUNICIPAL TAPACHULA, CHIAPAS",4,2,4
08/10/2024,CHIAPAS,GUATEMALA,OTRO,2,2,2
08/10/2024,CHIAPAS,GUATEMALA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,0,1
08/10/2024,CHIAPAS,GUATEMALA,"CAS HUIXTLA, CHIAPAS",1,1,1
08/10/2024,CHIAPAS,GUATEMALA,"ALBERGUE TONALA, CHIAPAS",4,4,4
08/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,1,3
08/10/2024,CHIAPAS,HONDURAS,"DIF MUNICIPAL TAPACHULA, CHIAPAS",6,6,6
08/10/2024,CHIAPAS,HONDURAS,"ALBERGUE TONALA, CHIAPAS",6,6,6
08/10/2024,CHIAPAS,PANAMÁ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",6,6,6
08/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,6,6,6
08/10/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",3,3,3
08/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,3,3,3
08/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,144,144,144
08/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",74,74,74
08/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",18,18,18
08/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",12,12,12
08/10/2024,CIUDAD DE MÉXICO,COLOMBIA,OTRO,1,0,1
08/10/2024,CIUDAD DE MÉXICO,GUATEMALA,OTRO,1,0,1
08/10/2024,MORELOS,EGIPTO,OTRO,6,4,6
08/10/2024,MORELOS,EL SALVADOR,OTRO,2,2,2
08/10/2024,MORELOS,GUATEMALA,OTRO LUGAR,2,0,2
08/10/2024,MORELOS,GUATEMALA,OTRO,1,0,1
08/10/2024,MORELOS,HONDURAS,OTRO LUGAR,2,0,2
08/10/2024,MORELOS,HONDURAS,OTRO,3,0,3
08/10/2024,MORELOS,REPÚBLICA DOMINICANA,OTRO,3,3,3
08/10/2024,NUEVO LEÓN,BRASIL,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
08/10/2024,NUEVO LEÓN,COLOMBIA,SIN REGISTRO,0,2,2
08/10/2024,NUEVO LEÓN,ECUADOR,DIF ESTATAL LOCALIDAD - MONTERREY,6,6,6
08/10/2024,NUEVO LEÓN,EL SALVADOR,DIF-ABRILES,1,0,1
08/10/2024,NUEVO LEÓN,ESTADOS UNIDOS DE AMÉRICA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
08/10/2024,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,1,0,1
08/10/2024,NUEVO LEÓN,GUATEMALA,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
08/10/2024,NUEVO LEÓN,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - MONTERREY,6,6,6
08/10/2024,OAXACA,HONDURAS,OTRO,3,3,3
08/10/2024,OAXACA,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,4,4,4
08/10/2024,PUEBLA,COLOMBIA,DIF ESTATAL LOCALIDAD -PUEBLA,3,3,3
08/10/2024,PUEBLA,JAMAICA,DIF ESTATAL LOCALIDAD -PUEBLA,3,3,3
08/10/2024,SONORA,EGIPTO,OTRO,4,4,4
08/10/2024,SONORA,EGIPTO,OTRO,1,1,1
08/10/2024,SONORA,INDIA,OTRO,2,2,2
08/10/2024,SONORA,INDIA,OTRO,1,1,1
08/10/2024,TABASCO,BRASIL,OTRO,5,5,5
08/10/2024,TABASCO,COLOMBIA,OTRO,9,9,9
08/10/2024,TABASCO,ECUADOR,OTRO,2,2,2
08/10/2024,TABASCO,EL SALVADOR,OTRO,2,2,2
08/10/2024,TABASCO,GUATEMALA,OTRO,6,6,6
08/10/2024,TABASCO,GUATEMALA,OTRO,1,0,1
08/10/2024,TABASCO,HONDURAS,OTRO,9,9,9
08/10/2024,TABASCO,NICARAGUA,OTRO,3,3,3
08/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,6,6,6
08/10/2024,TABASCO,APÁTRIDA,OTRO,1,1,1
08/10/2024,TLAXCALA,EL SALVADOR,DIF ESTATAL LOCALIDAD - TLAXCALA,3,3,3
08/10/2024,TLAXCALA,HONDURAS,DIF ESTATAL LOCALIDAD - TLAXCALA,1,1,1
08/10/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - TLAXCALA,2,2,2
08/10/2024,VERACRUZ,EGIPTO,OTRO,2,2,2
08/10/2024,VERACRUZ,GUATEMALA,OTRO,2,0,2
08/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,ALBERGUE MONS. GUILLERMO RANZAHUER DIÓCESIS DE SAN ANDRÉS LOCALIDAD - ACAYUCAN,2,2,2
08/10/2024,ZACATECAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF ESTATAL LOCALIDAD - ZACATECAS,3,3,3
09/10/2024,BAJA CALIFORNIA,FEDERACIÓN DE RUSIA,OTRO,4,4,4
09/10/2024,BAJA CALIFORNIA,INDIA,OTRO,4,4,4
09/10/2024,CHIAPAS,ANGOLA,OTRO LUGAR,20,20,20
09/10/2024,CHIAPAS,BRASIL,OTRO LUGAR,6,6,6
09/10/2024,CHIAPAS,BRASIL,"DIF MUNICIPAL TAPACHULA, CHIAPAS",1,1,1
09/10/2024,CHIAPAS,CHILE,OTRO LUGAR,2,2,2
09/10/2024,CHIAPAS,CHILE,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,2,2
09/10/2024,CHIAPAS,COLOMBIA,OTRO,4,4,4
09/10/2024,CHIAPAS,COLOMBIA,OTRO LUGAR,23,23,23
09/10/2024,CHIAPAS,COLOMBIA,OTRO,4,4,4
09/10/2024,CHIAPAS,COLOMBIA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",9,9,9
09/10/2024,CHIAPAS,COLOMBIA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,2,2
09/10/2024,CHIAPAS,COLOMBIA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",5,5,5
09/10/2024,CHIAPAS,CUBA,DIF TONALÁ LOCALIDAD - TONALÁ,1,0,1
09/10/2024,CHIAPAS,ECUADOR,OTRO,7,7,7
09/10/2024,CHIAPAS,ECUADOR,OTRO LUGAR,2,2,2
09/10/2024,CHIAPAS,ECUADOR,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",18,18,18
09/10/2024,CHIAPAS,ECUADOR,"DIF MUNICIPAL TAPACHULA, CHIAPAS",2,2,2
09/10/2024,CHIAPAS,GUATEMALA,DIF TONALÁ LOCALIDAD - TONALÁ,2,0,2
09/10/2024,CHIAPAS,GUATEMALA,OTRO,3,2,3
09/10/2024,CHIAPAS,GUATEMALA,"ALBERGUE TONALA, CHIAPAS",1,0,1
09/10/2024,CHIAPAS,GUATEMALA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",1,0,1
09/10/2024,CHIAPAS,GUINEA ECUATORIAL,OTRO,2,2,2
09/10/2024,CHIAPAS,GUINEA ECUATORIAL,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
09/10/2024,CHIAPAS,HONDURAS,OTRO,2,2,2
09/10/2024,CHIAPAS,HONDURAS,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
09/10/2024,CHIAPAS,HONDURAS,"CAS HUIXTLA, CHIAPAS",4,4,4
09/10/2024,CHIAPAS,KAZAJSTAN,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",4,4,4
09/10/2024,CHIAPAS,PERÚ,OTRO LUGAR,2,2,2
09/10/2024,CHIAPAS,PERÚ,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",2,2,2
09/10/2024,CHIAPAS,URUGUAY,OTRO LUGAR,1,1,1
09/10/2024,CHIAPAS,UZBEKISTÁN,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",4,4,4
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,DIF DE CONCEPCIÓN DE BUENOS AIRES LOCALIDAD - CONCEPCIÓN DE BUENOS AIRES,1,1,1
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,7,7,7
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO LUGAR,88,88,88
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,2,2,2
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"ALBERGUE JESUS EL BUEN PASTOR, TAPACHULA, CHIAPAS",35,35,35
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"DIF MUNICIPAL TAPACHULA, CHIAPAS",18,18,18
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CAS FRONTERA HIDALGO, CHIAPAS",5,5,5
09/10/2024,CHIAPAS,REPÚBLICA BOLIVARIANA DE VENEZUELA,"CENTRO DE ASISTENCIA SOCIAL PARA NIÑAS, NIÑOS Y  FAMILIAS MIGRANTES (DIF BERRIOZABAL, CHIAPAS)",5,5,5
09/10/2024,CHIHUAHUA,COLOMBIA,OTRO,1,0,1
09/10/2024,CHIHUAHUA,NICARAGUA,OTRO,1,0,1
09/10/2024,CIUDAD DE MÉXICO,BRASIL,OTRO,4,4,4
09/10/2024,CIUDAD DE MÉXICO,EGIPTO,OTRO,3,3,3
09/10/2024,CIUDAD DE MÉXICO,MARRUECOS,OTRO,1,0,1
09/10/2024,CIUDAD DE MÉXICO,TURQUÍA,OTRO,2,2,2
09/10/2024,DURANGO,ECUADOR,DIF ESTATAL LOCALIDAD - DURANGO,2,2,2
09/10/2024,DURANGO,GUATEMALA,DIF ESTATAL LOCALIDAD - DURANGO,1,0,1
09/10/2024,NUEVO LEÓN,BRASIL,DIF ESTATAL LOCALIDAD - MONTERREY,1,1,1
09/10/2024,NUEVO LEÓN,GUATEMALA,DIF-ABRILES,1,0,1
09/10/2024,OAXACA,GUATEMALA,OTRO,4,3,4
09/10/2024,PUEBLA,ECUADOR,DIF ESTATAL LOCALIDAD -PUEBLA,2,2,2
09/10/2024,SINALOA,GUATEMALA,OTRO,2,2,2
09/10/2024,SONORA,BRASIL,OTRO,6,6,6
09/10/2024,SONORA,COLOMBIA,OTRO,2,2,2
09/10/2024,SONORA,ECUADOR,OTRO,2,2,2
09/10/2024,SONORA,EGIPTO,OTRO,7,7,7
09/10/2024,SONORA,GUATEMALA,OTRO,2,1,2
09/10/2024,SONORA,INDIA,OTRO,2,2,2
09/10/2024,TABASCO,BRASIL,OTRO LUGAR,7,7,7
09/10/2024,TABASCO,CHILE,OTRO,1,1,1
09/10/2024,TABASCO,COLOMBIA,OTRO LUGAR,2,2,2
09/10/2024,TABASCO,COLOMBIA,OTRO,4,4,4
09/10/2024,TABASCO,EGIPTO,OTRO,2,2,2
09/10/2024,TABASCO,EL SALVADOR,OTRO,2,2,2
09/10/2024,TABASCO,GUATEMALA,OTRO,9,9,9
09/10/2024,TABASCO,HONDURAS,OTRO,3,2,3
09/10/2024,TABASCO,HONDURAS,OTRO,1,0,1
09/10/2024,TABASCO,TURQUÍA,OTRO LUGAR,9,9,9
09/10/2024,TABASCO,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,5,5,5
09/10/2024,TLAXCALA,REPÚBLICA BOLIVARIANA DE VENEZUELA,SIN REGISTRO,0,1,1
09/10/2024,VERACRUZ,COLOMBIA,OTRO,6,6,6
09/10/2024,VERACRUZ,REPÚBLICA BOLIVARIANA DE VENEZUELA,OTRO,5,5,5
10/10/2024,COAHUILA,ECUADOR,"ALBERGUE TRANSITORIO PARA MENORES MIGRANTES ""CAMINO A CASA"" DIF COAHUILA",3,3,3
10/10/2024,CHIAPAS,ANGOLA,OTRO LUGAR,4,4,4
