DIA,O.R.,NACIONALIDAD,ESTACIÓN O ESTANCIA MIGRATORIA,PRESENTADOS
05/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,1
05/04/2025,Nuevo León,República Bolivariana de Venezuela,Oficina de Representación en Nuevo León,1
05/04/2025,Puebla,El Salvador,Estación Migratoria Puebla,1
05/04/2025,Puebla,Honduras,Estación Migratoria Puebla,2
05/04/2025,Puebla,Nicaragua,Estación Migratoria Puebla,1
05/04/2025,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,4
05/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,2
05/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,4
05/04/2025,Sonora,Jamaica,Estación Migratoria Hermosillo,1
05/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,2
05/04/2025,Tabasco,Angola,Estación Migratoria Villahermosa,2
05/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,1
05/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,3
05/04/2025,Tabasco,Ecuador,Estación Migratoria Villahermosa,1
05/04/2025,Tabasco,Gambia,Estación Migratoria Villahermosa,3
05/04/2025,Tabasco,Ghana,Estación Migratoria Villahermosa,1
05/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,10
05/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,1
05/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,10
05/04/2025,Tabasco,Kirguistán,Estación Migratoria Villahermosa,3
05/04/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,8
05/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,7
05/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,1
05/04/2025,Veracruz,República Dominicana,Estación Migratoria Acayucan,1
05/04/2025,Yucatán,El Salvador,Estación Migratoria Mérida,1
06/04/2025,Campeche,República Bolivariana de Venezuela,Representación Local Campeche,1
06/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,4
06/04/2025,Chiapas,El Salvador,Estación Migratoria Tuxtla Gutiérrez,1
06/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,3
06/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,6
06/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,4
06/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,1
06/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,3
06/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,2
06/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,2
06/04/2025,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,1
06/04/2025,Oaxaca,Cuba,Estación Migratoria Oaxaca,1
06/04/2025,Puebla,Honduras,Oficina de Representación en Puebla,1
06/04/2025,Puebla,República Bolivariana de Venezuela,Oficina de Representación en Puebla,1
06/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
06/04/2025,San Luis Potosí,Estados Unidos de América,Estación Migratoria San Luis Potosí,1
06/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,3
06/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,2
06/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,3
06/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,1
06/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,1
06/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,7
06/04/2025,Tabasco,India,Estación Migratoria Villahermosa,2
06/04/2025,Tabasco,Kenia,Estación Migratoria Villahermosa,1
06/04/2025,Tabasco,Mauritania,Estación Migratoria Villahermosa,3
06/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,8
06/04/2025,Veracruz,Ecuador,Estación Migratoria Acayucan,1
06/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,10
06/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,1
06/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,8
07/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,2
07/04/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
07/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,13
07/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
07/04/2025,Chiapas,Francia,Estación Migratoria Tapachula,1
07/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,3
07/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,3
07/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,5
07/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,1
07/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,14
07/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,9
07/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
07/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
07/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
07/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,6
07/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,3
07/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,5
07/04/2025,Oaxaca,Estados Unidos de América,Representación Local Huatulco,1
07/04/2025,Oaxaca,México,Estación Migratoria Oaxaca,1
07/04/2025,Puebla,Honduras,Estación Migratoria Puebla,4
07/04/2025,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,6
07/04/2025,San Luis Potosí,El Salvador,Estación Migratoria San Luis Potosí,1
07/04/2025,San Luis Potosí,Guatemala,Estación Migratoria San Luis Potosí,1
07/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,2
07/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,3
07/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,2
07/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,2
07/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,1
07/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,4
07/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,2
07/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,3
07/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
08/04/2025,Baja California,Estados Unidos de América,Estación Migratoria Tijuana,1
08/04/2025,Campeche,Cuba,Representación Local Escárcega,1
08/04/2025,Chiapas,Albania,Estación Migratoria Tapachula,1
08/04/2025,Chiapas,China,Estación Migratoria Tapachula,5
08/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,8
08/04/2025,Chiapas,Ecuador,Estación Migratoria Tapachula,3
08/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
08/04/2025,Chiapas,El Salvador,Estación Migratoria Tuxtla Gutiérrez,1
08/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,5
08/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,5
08/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,1
08/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,2
08/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
08/04/2025,Chiapas,Perú,Estación Migratoria Tapachula,1
08/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,18
08/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,15
08/04/2025,Chiapas,República Islámica del Irán,Estación Migratoria Tapachula,2
08/04/2025,Ciudad de México,China,Estación Migratoria Iztapalapa,1
08/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,4
08/04/2025,Ciudad de México,Hungría,Estación Migratoria Iztapalapa,1
08/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
08/04/2025,Nuevo León,Colombia,Oficina de Representación en Nuevo León,1
08/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,1
08/04/2025,Oaxaca,República Bolivariana de Venezuela,Representación Local Huatulco,2
08/04/2025,Puebla,Honduras,Estación Migratoria Puebla,1
08/04/2025,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,1
08/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
08/04/2025,San Luis Potosí,Guatemala,Estación Migratoria San Luis Potosí,1
08/04/2025,Sonora,Colombia,Estación Migratoria Hermosillo,1
08/04/2025,Sonora,El Salvador,Estación Migratoria Hermosillo,1
08/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,2
08/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,2
08/04/2025,Sonora,Uzbekistán,Estación Migratoria Hermosillo,2
08/04/2025,Tabasco,Argentina,Estación Migratoria Villahermosa,1
08/04/2025,Tabasco,Burundi,Estación Migratoria Villahermosa,1
08/04/2025,Tabasco,Chile,Estación Migratoria Villahermosa,2
08/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,4
08/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,9
08/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,4
08/04/2025,Tabasco,Jamaica,Estación Migratoria Villahermosa,1
08/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,8
08/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,3
08/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,1
08/04/2025,Zacatecas,Honduras,Estación Migratoria Zacatecas,1
09/04/2025,Baja California Sur,Etiopia,Estación Migratoria Los Cabos,2
09/04/2025,Baja California,El Salvador,Estación Migratoria Tijuana,1
09/04/2025,Baja California,Nicaragua,Estación Migratoria Tijuana,1
09/04/2025,Campeche,China,Representación Local Escárcega,2
09/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
09/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,13
09/04/2025,Chiapas,Ecuador,Estación Migratoria Tapachula,1
09/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
09/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,1
09/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
09/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,9
09/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,6
09/04/2025,Chiapas,India,Estación Migratoria Tapachula,1
09/04/2025,Chiapas,Israel,Estación Migratoria Palenque,1
09/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
09/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,1
09/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,2
09/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,6
09/04/2025,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
09/04/2025,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,1
09/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,5
09/04/2025,Ciudad de México,Nicaragua,Estación Migratoria Iztapalapa,1
09/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,1
09/04/2025,Nuevo León,El Salvador,Estancia Provisional Monterrey,1
09/04/2025,Nuevo León,Estados Unidos de América,Estancia Provisional Monterrey,1
09/04/2025,Nuevo León,Estados Unidos de América,Oficina de Representación en Nuevo León,1
09/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,2
09/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,5
09/04/2025,Nuevo León,Honduras,Oficina de Representación en Nuevo León,1
09/04/2025,Nuevo León,India,Estancia Provisional Monterrey,1
09/04/2025,Oaxaca,Guatemala,Estancia Provisional La Ventosa,4
09/04/2025,Oaxaca,Honduras,Estación Migratoria Oaxaca,1
09/04/2025,Puebla,Honduras,Estación Migratoria Puebla,1
09/04/2025,San Luis Potosí,Estados Unidos de América,Estación Migratoria San Luis Potosí,2
09/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
09/04/2025,Sonora,Cuba,Estación Migratoria Hermosillo,1
09/04/2025,Sonora,El Salvador,Estación Migratoria Hermosillo,1
09/04/2025,Sonora,Ghana,Estación Migratoria Hermosillo,1
09/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,8
09/04/2025,Sonora,Nicaragua,Estación Migratoria Hermosillo,2
09/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,2
09/04/2025,Sonora,Senegal,Estación Migratoria Hermosillo,1
09/04/2025,Sonora,Vietnam,Estación Migratoria Hermosillo,1
09/04/2025,Tabasco,Estados Unidos de América,Estación Migratoria Villahermosa,1
09/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,3
09/04/2025,Tabasco,República Federal Democrática de Nepal,Estación Migratoria Villahermosa,2
09/04/2025,Tabasco,Uzbekistán,Estación Migratoria Villahermosa,3
09/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,14
10/04/2025,Campeche,China,Representación Local Escárcega,2
10/04/2025,Campeche,Colombia,Estancia Provisional Ciudad del Carmen,1
10/04/2025,Campeche,República Bolivariana de Venezuela,Estancia Provisional Ciudad del Carmen,1
10/04/2025,Chiapas,China,Estación Migratoria Tapachula,2
10/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
10/04/2025,Chiapas,Costa Rica,Estación Migratoria Tuxtla Gutiérrez,1
10/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,13
10/04/2025,Chiapas,Cuba,Estación Migratoria Tuxtla Gutiérrez,2
10/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,6
10/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,4
10/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
10/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,10
10/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,3
10/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
10/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,2
10/04/2025,Chiapas,México,Estación Migratoria Tuxtla Gutiérrez,1
10/04/2025,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,1
10/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Palenque,1
10/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,2
10/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,8
10/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,3
10/04/2025,Ciudad de México,Guatemala,Estación Migratoria Iztapalapa,1
10/04/2025,Ciudad de México,Haití,Estación Migratoria Iztapalapa,1
10/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
10/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
10/04/2025,Nuevo León,El Salvador,Estancia Provisional Monterrey,1
10/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,5
10/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,1
10/04/2025,Oaxaca,Mauricio,Estancia Provisional La Ventosa,1
10/04/2025,Oaxaca,Singapur,Estación Migratoria Oaxaca,2
10/04/2025,Puebla,Honduras,Estación Migratoria Puebla,3
10/04/2025,Puebla,República Bolivariana de Venezuela,Estación Migratoria Puebla,1
10/04/2025,San Luis Potosí,Estados Unidos de América,Estación Migratoria San Luis Potosí,1
10/04/2025,San Luis Potosí,Nicaragua,Estación Migratoria San Luis Potosí,1
10/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
10/04/2025,Tabasco,Alemania,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,Argentina,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,Brasil,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,3
10/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,14
10/04/2025,Tabasco,Dominica,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,4
10/04/2025,Tabasco,España,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,Estado Plurinacional de Bolivia,Estación Migratoria Villahermosa,1
10/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,13
10/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,11
10/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,10
10/04/2025,Tamaulipas,Estados Unidos de América,Estación Migratoria Nuevo Laredo,1
10/04/2025,Veracruz,Costa Rica,Estación Migratoria Acayucan,1
10/04/2025,Veracruz,Guatemala,Estación Migratoria Acayucan,1
10/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,1
10/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,1
11/04/2025,Campeche,Cuba,Representación Local Escárcega,3
11/04/2025,Campeche,Honduras,Representación Local Escárcega,1
11/04/2025,Chiapas,Camerún,Estación Migratoria Tapachula,3
11/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
11/04/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,3
11/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,10
11/04/2025,Chiapas,Ecuador,Estación Migratoria Tapachula,1
11/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
11/04/2025,Chiapas,El Salvador,Estación Migratoria Tuxtla Gutiérrez,1
11/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,2
11/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,2
11/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,16
11/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,1
11/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,5
11/04/2025,Chiapas,Nicaragua,Estación Migratoria Tapachula,1
11/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,7
11/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,2
11/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
11/04/2025,Ciudad de México,Honduras,Estación Migratoria Iztapalapa,1
11/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,3
11/04/2025,Nuevo León,Colombia,Estancia Provisional Monterrey,1
11/04/2025,Nuevo León,Colombia,Oficina de Representación en Nuevo León,1
11/04/2025,Nuevo León,Guatemala,Oficina de Representación en Nuevo León,2
11/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,3
11/04/2025,Nuevo León,Honduras,Oficina de Representación en Nuevo León,12
11/04/2025,Nuevo León,India,Oficina de Representación en Nuevo León,1
11/04/2025,Nuevo León,República Bolivariana de Venezuela,Oficina de Representación en Nuevo León,2
11/04/2025,Nuevo León,República Dominicana,Oficina de Representación en Nuevo León,1
11/04/2025,Oaxaca,Guatemala,Estancia Provisional La Ventosa,1
11/04/2025,Oaxaca,Honduras,Estancia Provisional San Pedro Tapanatepec,2
11/04/2025,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
11/04/2025,Oaxaca,República Bolivariana de Venezuela,Estancia Provisional San Pedro Tapanatepec,1
11/04/2025,Quintana Roo,Colombia,Estación Migratoria Cancún,1
11/04/2025,San Luis Potosí,Cuba,Estación Migratoria San Luis Potosí,1
11/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
11/04/2025,Sonora,Estados Unidos de América,Estación Migratoria Hermosillo,2
11/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,4
11/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,2
11/04/2025,Sonora,República Bolivariana de Venezuela,Estación Migratoria Hermosillo,2
11/04/2025,Tabasco,Chile,Estación Migratoria Villahermosa,1
11/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,9
12/04/2025,Baja California,Estados Unidos de América,Estación Migratoria Tijuana,1
12/04/2025,Campeche,Cuba,Representación Local Escárcega,5
12/04/2025,Chiapas,Colombia,Estación Migratoria Palenque,3
12/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,2
12/04/2025,Chiapas,Colombia,Estación Migratoria Tuxtla Gutiérrez,1
12/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,4
12/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
12/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
12/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,4
12/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,4
12/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,3
12/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
12/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
12/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,5
12/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,15
12/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
12/04/2025,Ciudad de México,Nicaragua,Estación Migratoria Iztapalapa,1
12/04/2025,Nuevo León,Honduras,Estancia Provisional Monterrey,1
12/04/2025,Nuevo León,Honduras,Oficina de Representación en Nuevo León,1
12/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,3
12/04/2025,Oaxaca,Guatemala,Representación Local Huatulco,1
12/04/2025,Oaxaca,Honduras,Estancia Provisional San Pedro Tapanatepec,2
12/04/2025,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
12/04/2025,Oaxaca,República Bolivariana de Venezuela,Estancia Provisional La Ventosa,1
12/04/2025,Puebla,Colombia,Estación Migratoria Puebla,1
12/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
12/04/2025,Tabasco,Colombia,Estación Migratoria Villahermosa,3
12/04/2025,Tabasco,Cuba,Estación Migratoria Villahermosa,4
12/04/2025,Tabasco,El Salvador,Estación Migratoria Villahermosa,5
12/04/2025,Tabasco,Francia,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Ghana,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Guatemala,Estación Migratoria Villahermosa,16
12/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,18
12/04/2025,Tabasco,India,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Nicaragua,Estación Migratoria Villahermosa,3
12/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,12
12/04/2025,Tabasco,República Dominicana,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Senegal,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Uzbekistán,Estación Migratoria Villahermosa,1
12/04/2025,Tabasco,Vietnam,Estación Migratoria Villahermosa,1
12/04/2025,Tamaulipas,Estado Plurinacional de Bolivia,Estación Migratoria Reynosa,1
12/04/2025,Tamaulipas,República Federal Democrática de Nepal,Estación Migratoria Reynosa,3
12/04/2025,Veracruz,Cuba,Estación Migratoria Acayucan,6
13/04/2025,Campeche,Guatemala,Estancia Provisional Ciudad del Carmen,1
13/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,3
13/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,9
13/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,1
13/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,1
13/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,3
13/04/2025,Chiapas,Honduras,Estación Migratoria Palenque,5
13/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
13/04/2025,Chiapas,Perú,Estación Migratoria Tapachula,1
13/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,4
13/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,7
13/04/2025,Ciudad de México,Colombia,Estación Migratoria Iztapalapa,1
13/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,2
13/04/2025,Nuevo León,Cuba,Estancia Provisional Monterrey,1
13/04/2025,Nuevo León,Guatemala,Estancia Provisional Monterrey,5
13/04/2025,Nuevo León,República Bolivariana de Venezuela,Estancia Provisional Monterrey,2
13/04/2025,Quintana Roo,Colombia,Estación Migratoria Cancún,4
13/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,1
13/04/2025,San Luis Potosí,Honduras,Estación Migratoria San Luis Potosí,1
13/04/2025,San Luis Potosí,Perú,Estación Migratoria San Luis Potosí,1
13/04/2025,Tabasco,Haití,Estación Migratoria Villahermosa,1
13/04/2025,Tabasco,Honduras,Estación Migratoria Villahermosa,1
13/04/2025,Tabasco,República Bolivariana de Venezuela,Estación Migratoria Villahermosa,3
13/04/2025,Tamaulipas,Guatemala,Estación Migratoria Reynosa,1
13/04/2025,Veracruz,Honduras,Estación Migratoria Acayucan,7
13/04/2025,Veracruz,República Bolivariana de Venezuela,Estación Migratoria Acayucan,1
14/04/2025,Campeche,Colombia,Representación Local Escárcega,1
14/04/2025,Campeche,Cuba,Representación Local Escárcega,8
14/04/2025,Campeche,Guatemala,Representación Local Escárcega,1
14/04/2025,Chiapas,Colombia,Estación Migratoria Tapachula,1
14/04/2025,Chiapas,Cuba,Estación Migratoria Tapachula,12
14/04/2025,Chiapas,El Salvador,Estación Migratoria Tapachula,2
14/04/2025,Chiapas,Guatemala,Estación Migratoria Palenque,1
14/04/2025,Chiapas,Guatemala,Estación Migratoria Tapachula,3
14/04/2025,Chiapas,Guatemala,Estación Migratoria Tuxtla Gutiérrez,1
14/04/2025,Chiapas,Haití,Estación Migratoria Tapachula,4
14/04/2025,Chiapas,Honduras,Estación Migratoria Tapachula,4
14/04/2025,Chiapas,Honduras,Estación Migratoria Tuxtla Gutiérrez,1
14/04/2025,Chiapas,Nicaragua,Estación Migratoria Tuxtla Gutiérrez,2
14/04/2025,Chiapas,Perú,Estación Migratoria Tapachula,3
14/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tapachula,6
14/04/2025,Chiapas,República Bolivariana de Venezuela,Estación Migratoria Tuxtla Gutiérrez,14
14/04/2025,Ciudad de México,Cuba,Estación Migratoria Iztapalapa,1
14/04/2025,Ciudad de México,Ecuador,Estación Migratoria Iztapalapa,1
14/04/2025,Ciudad de México,El Salvador,Estación Migratoria Iztapalapa,1
14/04/2025,Ciudad de México,República Bolivariana de Venezuela,Estación Migratoria Iztapalapa,5
14/04/2025,Michoacán,Nicaragua,Estación Migratoria Morelia,1
14/04/2025,Oaxaca,Cuba,Estación Migratoria Oaxaca,1
14/04/2025,Oaxaca,República Bolivariana de Venezuela,Estación Migratoria Oaxaca,1
14/04/2025,Puebla,Colombia,Estación Migratoria Puebla,3
14/04/2025,San Luis Potosí,Colombia,Estación Migratoria San Luis Potosí,2
14/04/2025,San Luis Potosí,República Bolivariana de Venezuela,Estación Migratoria San Luis Potosí,1
14/04/2025,Sonora,Gambia,Estación Migratoria Hermosillo,1
14/04/2025,Sonora,Guatemala,Estación Migratoria Hermosillo,1
14/04/2025,Sonora,Honduras,Estación Migratoria Hermosillo,2
