DIA,ESTADO / O.R.,NACIONALIDAD,Motivo de Estancia,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
17/12/2024,CIUDAD DE MEXICO,Nicaragua,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Noruega,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Países Bajos,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Pakistán,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Pakistán,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Perú,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Perú,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Perú,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Perú,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Perú,Renovación, 5 , - , 5 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Portugal,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Canje, 12 , 6 , 6 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Razones Humanitarias, 6 , 6 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Renovación, 4 , - , 4 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Reposición, 5 , 5 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela,Unidad Familiar, 3 , 3 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República Checa,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República de Corea,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,República de Corea,Renovación, 5 , 1 , 4 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Suiza,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Suiza,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Uruguay,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,CIUDAD DE MEXICO,Uzbekistán,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,COAHUILA,Brasil,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,COAHUILA,Canadá,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,COAHUILA,China,Canje, 5 , - , 5 , - , - , - , - , - 
17/12/2024,COAHUILA,China,Renovación, 6 , - , 6 , - , - , - , - , - 
17/12/2024,COAHUILA,Colombia,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,COAHUILA,Colombia,Renovación, 3 , - , 3 , - , - , - , - , - 
17/12/2024,COAHUILA,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,COAHUILA,Honduras,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,COAHUILA,India,Canje, 3 , - , 3 , - , - , - , - , - 
17/12/2024,COAHUILA,Jamaica,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,COAHUILA,República de Corea,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,COLIMA,República Bolivariana de Venezuela,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,COLIMA,Ucrania,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,DURANGO,China,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Alemania,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Argentina,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Brasil,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Colombia,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Colombia,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Colombia,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Cuba,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Cuba,Razones Humanitarias, 4 , 4 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Ecuador,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,España,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Federación De Rusia,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Guatemala,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Honduras,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,India,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,India,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Perú,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,República Bolivariana de Venezuela,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,República Bolivariana de Venezuela,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,República Bolivariana de Venezuela,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,República Bolivariana de Venezuela,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,República Dominicana,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,ESTADO DE MEXICO,Zambia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Alemania,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Argentina,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Australia,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,China,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUANAJUATO,China,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Cuba,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Estados Unidos de América,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Estados Unidos de América,Equiparado, 17 , - , 17 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Estados Unidos de América,Otros, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Estados Unidos de América,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Estados Unidos de América,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,GUANAJUATO,Japón,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Japón,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,GUANAJUATO,Japón,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUERRERO,Alemania,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,GUERRERO,Canadá,Canje, 2 , 2 , - , - , - , - , - , - 
17/12/2024,GUERRERO,Estados Unidos de América,Equiparado, 3 , - , 3 , - , - , - , - , - 
17/12/2024,GUERRERO,Estados Unidos de América,Otros, 1 , - , 1 , - , - , - , - , - 
17/12/2024,HIDALGO,China,Empleo, 5 , - , 5 , - , - , - , - , - 
17/12/2024,HIDALGO,China,Por Tiempo, 3 , 3 , - , - , - , - , - , - 
17/12/2024,HIDALGO,China,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,HIDALGO,República Bolivariana de Venezuela,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Alemania,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Alemania,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Argentina,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,JALISCO,Argentina,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Canadá,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,JALISCO,Canadá,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Canadá,Renovación, 5 , - , 5 , - , - , - , - , - 
17/12/2024,JALISCO,Canadá,Reposición, 2 , 1 , 1 , - , - , - , - , - 
17/12/2024,JALISCO,China,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Equiparado, 3 , - , 3 , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Colombia,Unidad Familiar, 6 , 5 , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Costa Rica,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,JALISCO,Cuba,Estudio, 3 , - , - , 3 , - , - , - , - 
17/12/2024,JALISCO,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Ecuador,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,JALISCO,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Renovación, 5 , - , 5 , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Filipinas,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Francia,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,JALISCO,Guatemala,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Guatemala,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Honduras,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,JALISCO,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Honduras,Reposición, 2 , 2 , - , - , - , - , - , - 
17/12/2024,JALISCO,India,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,JALISCO,India,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,India,Renovación, 10 , - , 10 , - , - , - , - , - 
17/12/2024,JALISCO,India,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,India,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Japón,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Japón,Reposición, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Nicaragua,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,Países Bajos,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Perú,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,República Bolivariana de Venezuela,Canje, 3 , 3 , - , - , - , - , - , - 
17/12/2024,JALISCO,República Bolivariana de Venezuela,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,República de Corea,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,JALISCO,República Dominicana,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,JALISCO,Suiza,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,JALISCO,Uruguay,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,MICHOACAN,Austria,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,MICHOACAN,Canadá,Canje, 1 , 1 , - , - , - , - , - , - 
17/12/2024,MICHOACAN,Chile,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,MICHOACAN,Cuba,Razones Humanitarias, 6 , - , - , - , 6 , - , - , - 
17/12/2024,MICHOACAN,Cuba,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,MORELOS,Cuba,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,MORELOS,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,MORELOS,Haití,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,MORELOS,República Bolivariana de Venezuela,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NAYARIT,Argentina,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Canadá,Otros, 6 , - , 6 , - , - , - , - , - 
17/12/2024,NAYARIT,Canadá,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,China,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Colombia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Costa Rica,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NAYARIT,Cuba,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
17/12/2024,NAYARIT,Cuba,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NAYARIT,Estados Unidos de América,Canje, 6 , 4 , 2 , - , - , - , - , - 
17/12/2024,NAYARIT,Estados Unidos de América,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NAYARIT,Estados Unidos de América,Jubilación o Pensión, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NAYARIT,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Brasil,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Brasil,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,China,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,NUEVO LEON,China,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Colombia,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,NUEVO LEON,Colombia,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,Colombia,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Cuba,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Cuba,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,Cuba,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Cuba,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Ecuador,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,NUEVO LEON,El Salvador,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,NUEVO LEON,Estados Unidos de América,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,NUEVO LEON,Estados Unidos de América,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Francia,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Guatemala,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Guatemala,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,Guatemala,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Haití,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Haití,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,NUEVO LEON,India,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,India,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Japón,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Japón,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,Japón,Renovación, 2 , - , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Países Bajos,Renovación, 3 , - , 3 , - , - , - , - , - 
17/12/2024,NUEVO LEON,República Bolivariana de Venezuela,Canje, 2 , 1 , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,República de Corea,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,República de Corea,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,República de Corea,Renovación, 8 , 1 , 7 , - , - , - , - , - 
17/12/2024,NUEVO LEON,República de Corea,Unidad Familiar, 3 , 1 , 2 , - , - , - , - , - 
17/12/2024,NUEVO LEON,República Islámica del Irán,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,NUEVO LEON,Taiwan (Provincia de China),Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,NUEVO LEON,Uruguay,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,OAXACA,Canadá,Canje, 3 , 1 , 2 , - , - , - , - , - 
17/12/2024,OAXACA,Canadá,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,OAXACA,Canadá,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,OAXACA,China,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,OAXACA,El Salvador,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
17/12/2024,OAXACA,Estados Unidos de América,Canje, 3 , - , 3 , - , - , - , - , - 
17/12/2024,OAXACA,Estados Unidos de América,Equiparado, 4 , - , 4 , - , - , - , - , - 
17/12/2024,OAXACA,Honduras,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,OAXACA,Países Bajos,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,OAXACA,Polonia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Alemania,Otros, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Alemania,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Brasil,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Canadá,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Colombia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Colombia,Estudio, 2 , - , - , 2 , - , - , - , - 
17/12/2024,PUEBLA,Colombia,Unidad Familiar, 3 , 3 , - , - , - , - , - , - 
17/12/2024,PUEBLA,Cuba,Canje, 2 , 1 , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Ecuador,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,PUEBLA,El Salvador,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,España,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,PUEBLA,Federación De Rusia,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Nicaragua,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,Perú,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,PUEBLA,República Bolivariana de Venezuela,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,PUEBLA,República Bolivariana de Venezuela,Razones Humanitarias, 1 , 1 , - , - , - , - , - , - 
17/12/2024,PUEBLA,República Bolivariana de Venezuela,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,PUEBLA,Uruguay,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Afganistán,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Argelia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Argentina,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Brasil,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Brasil,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,Brasil,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Canadá,Equiparado, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUERETARO,Chile,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,China,Canje, 3 , - , 3 , - , - , - , - , - 
17/12/2024,QUERETARO,China,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Colombia,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Colombia,Reposición, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,Colombia,Unidad Familiar, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUERETARO,Cuba,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,El Salvador,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,España,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Estados Unidos de América,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Estados Unidos de América,Otros, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUERETARO,Estados Unidos de América,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Francia,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Guatemala,Estudio, 1 , - , - , 1 , - , - , - , - 
17/12/2024,QUERETARO,Haití,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,Honduras,Reposición, 3 , 3 , - , - , - , - , - , - 
17/12/2024,QUERETARO,India,Canje, 4 , - , 4 , - , - , - , - , - 
17/12/2024,QUERETARO,India,Empleo, 3 , - , 3 , - , - , - , - , - 
17/12/2024,QUERETARO,India,Por Tiempo, 2 , 2 , - , - , - , - , - , - 
17/12/2024,QUERETARO,India,Renovación, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,India,Unidad Familiar, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Jamaica,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,Panamá,Empleo, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Perú,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Portugal,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,Puerto Rico,Por Tiempo, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUERETARO,República Bolivariana de Venezuela,Canje, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,República Bolivariana de Venezuela,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUERETARO,República de Corea,Otros, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUERETARO,República de Corea,Unidad Familiar, 3 , - , 3 , - , - , - , - , - 
17/12/2024,QUERETARO,Uruguay,Unidad Familiar, 1 , 1 , - , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Alemania,Equiparado, 1 , - , 1 , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Alemania,Unidad Familiar, 2 , 2 , - , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Canje, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Empleo, 2 , - , 2 , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Equiparado, 5 , - , 5 , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Por Tiempo, 4 , 4 , - , - , - , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Razones Humanitarias, 1 , - , - , - , 1 , - , - , - 
17/12/2024,QUINTANA ROO,Argentina,Renovación, 1 , - , 1 , - , - , - , - , - 
