DIA,ESTADO / O.R.,NACIONALIDAD,Documentos Migratorios,Tarjeta de Residente Permanente,Tarjeta de Residente Temporal,Tarjeta de Residente Temporal Estudiante,Tarjeta de Visitante por razones humanitarias,Tarjeta de Visitante con fines de adopción,Tarjeta de Visitante Regional,Tarjeta de Visitante Trabajador Fronterizo
03/10/2024,CHIAPAS,Colombia, 3 , - , - , - , 3 , - , - , - 
03/10/2024,CHIAPAS,Cuba, 9 , 8 , 1 , - , - , - , - , - 
03/10/2024,CHIAPAS,Ecuador, 18 , 2 , - , - , 16 , - , - , - 
03/10/2024,CHIAPAS,El Salvador, 21 , 19 , - , - , - , - , 2 , - 
03/10/2024,CHIAPAS,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
03/10/2024,CHIAPAS,Guatemala, 329 , 49 , - , - , - , - , 277 , 3 
03/10/2024,CHIAPAS,Haití, 1 , 1 , - , - , - , - , - , - 
03/10/2024,CHIAPAS,Honduras, 37 , 34 , - , 1 , - , - , 2 , - 
03/10/2024,CHIAPAS,Perú, 4 , - , - , - , 4 , - , - , - 
03/10/2024,CHIAPAS,República Bolivariana de Venezuela, 8 , - , - , - , 8 , - , - , - 
03/10/2024,CHIAPAS,República Dominicana, 10 , 2 , - , - , 8 , - , - , - 
03/10/2024,CHIHUAHUA,Canadá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,China, 5 , - , 5 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,Colombia, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,Cuba, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,Italia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,CHIHUAHUA,Pakistán, 2 , - , 2 , - , - , - , - , - 
03/10/2024,CHIHUAHUA,República Bolivariana de Venezuela, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Alemania, 2 , 2 , - , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Argentina, 8 , 4 , 4 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Australia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Bélgica, 1 , 1 , - , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Brasil, 8 , 1 , 7 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Canadá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Chile, 5 , 3 , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,China, 29 , 5 , 24 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Colombia, 54 , 8 , 43 , 3 , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Cuba, 5 , 1 , 4 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Ecuador, 2 , - , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,España, 9 , - , 9 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Estados Unidos de América, 67 , 7 , 60 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Francia, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Guatemala, 2 , - , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Haití, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,India, 3 , - , 3 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Italia, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Japón, 8 , 1 , 2 , 5 , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Nicaragua, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Noruega, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Países Bajos, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Panamá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Perú, 8 , 1 , 7 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Polonia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Reino Unido de Gran Bretaña e Irlanda del Norte, 4 , 2 , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,República Bolivariana de Venezuela, 9 , 2 , 6 , 1 , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,República Dominicana, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Rumania, 1 , 1 , - , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Turquía, 2 , - , 2 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Ucrania, 1 , - , 1 , - , - , - , - , - 
03/10/2024,CIUDAD DE MEXICO,Uruguay, 1 , 1 , - , - , - , - , - , - 
03/10/2024,COAHUILA,Brasil, 1 , - , 1 , - , - , - , - , - 
03/10/2024,COAHUILA,China, 7 , - , 7 , - , - , - , - , - 
03/10/2024,COAHUILA,Colombia, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,COAHUILA,Cuba, 3 , 2 , 1 , - , - , - , - , - 
03/10/2024,COAHUILA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
03/10/2024,COAHUILA,Guadalupe, 1 , 1 , - , - , - , - , - , - 
03/10/2024,COAHUILA,India, 1 , - , 1 , - , - , - , - , - 
03/10/2024,COAHUILA,Japón, 1 , 1 , - , - , - , - , - , - 
03/10/2024,COAHUILA,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
03/10/2024,COAHUILA,República de Corea, 1 , - , 1 , - , - , - , - , - 
03/10/2024,COAHUILA,Taiwan (Provincia de China), 1 , - , 1 , - , - , - , - , - 
03/10/2024,COLIMA,Estados Unidos de América, 3 , 3 , - , - , - , - , - , - 
03/10/2024,COLIMA,Perú, 1 , - , - , 1 , - , - , - , - 
03/10/2024,DURANGO,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Argentina, 3 , - , 3 , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Brasil, 2 , - , - , - , 2 , - , - , - 
03/10/2024,ESTADO DE MEXICO,Colombia, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Cuba, 1 , - , 1 , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Guatemala, 3 , - , - , - , 3 , - , - , - 
03/10/2024,ESTADO DE MEXICO,Italia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,Nicaragua, 1 , - , - , 1 , - , - , - , - 
03/10/2024,ESTADO DE MEXICO,República Bolivariana de Venezuela, 2 , - , - , - , 2 , - , - , - 
03/10/2024,ESTADO DE MEXICO,Uruguay, 1 , 1 , - , - , - , - , - , - 
03/10/2024,GUANAJUATO,Argentina, 1 , 1 , - , - , - , - , - , - 
03/10/2024,GUANAJUATO,China, 1 , 1 , - , - , - , - , - , - 
03/10/2024,GUANAJUATO,Estados Unidos de América, 15 , 4 , 11 , - , - , - , - , - 
03/10/2024,GUANAJUATO,Francia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,GUANAJUATO,Japón, 3 , 2 , 1 , - , - , - , - , - 
03/10/2024,GUANAJUATO,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
03/10/2024,GUANAJUATO,República Islámica del Irán, 3 , 3 , - , - , - , - , - , - 
03/10/2024,GUANAJUATO,Vietnam, 1 , 1 , - , - , - , - , - , - 
03/10/2024,GUERRERO,Canadá, 3 , 1 , 2 , - , - , - , - , - 
03/10/2024,GUERRERO,Colombia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,GUERRERO,Cuba, 1 , - , 1 , - , - , - , - , - 
03/10/2024,GUERRERO,Taiwan (Provincia de China), 1 , - , - , 1 , - , - , - , - 
03/10/2024,HIDALGO,Canadá, 1 , 1 , - , - , - , - , - , - 
03/10/2024,HIDALGO,China, 1 , - , 1 , - , - , - , - , - 
03/10/2024,HIDALGO,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,HIDALGO,Cuba, 1 , 1 , - , - , - , - , - , - 
03/10/2024,HIDALGO,Guatemala, 1 , - , 1 , - , - , - , - , - 
03/10/2024,HIDALGO,Túnez, 1 , - , 1 , - , - , - , - , - 
03/10/2024,JALISCO,Brasil, 2 , - , 1 , 1 , - , - , - , - 
03/10/2024,JALISCO,Canadá, 2 , - , 2 , - , - , - , - , - 
03/10/2024,JALISCO,China, 7 , 1 , 6 , - , - , - , - , - 
03/10/2024,JALISCO,Colombia, 3 , - , 3 , - , - , - , - , - 
03/10/2024,JALISCO,Costa Rica, 1 , - , 1 , - , - , - , - , - 
03/10/2024,JALISCO,Cuba, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,JALISCO,El Salvador, 1 , 1 , - , - , - , - , - , - 
03/10/2024,JALISCO,España, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,JALISCO,Estado Plurinacional de Bolivia, 3 , - , 3 , - , - , - , - , - 
03/10/2024,JALISCO,Estados Unidos de América, 18 , 4 , 14 , - , - , - , - , - 
03/10/2024,JALISCO,Francia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,JALISCO,Guatemala, 1 , 1 , - , - , - , - , - , - 
03/10/2024,JALISCO,India, 18 , - , 18 , - , - , - , - , - 
03/10/2024,JALISCO,Países Bajos, 1 , 1 , - , - , - , - , - , - 
03/10/2024,JALISCO,Perú, 1 , 1 , - , - , - , - , - , - 
03/10/2024,JALISCO,República Bolivariana de Venezuela, 6 , 6 , - , - , - , - , - , - 
03/10/2024,MICHOACAN,Argentina, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MICHOACAN,Colombia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,MICHOACAN,Cuba, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,MICHOACAN,El Salvador, 2 , 2 , - , - , - , - , - , - 
03/10/2024,MICHOACAN,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MICHOACAN,Honduras, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MICHOACAN,Nicaragua, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MICHOACAN,Perú, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MORELOS,Canadá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MORELOS,China, 1 , - , 1 , - , - , - , - , - 
03/10/2024,MORELOS,Colombia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,MORELOS,Francia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,MORELOS,Guatemala, 1 , 1 , - , - , - , - , - , - 
03/10/2024,NAYARIT,Canadá, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,NAYARIT,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,NAYARIT,Cuba, 3 , 1 , 2 , - , - , - , - , - 
03/10/2024,NAYARIT,Estados Unidos de América, 6 , 3 , 3 , - , - , - , - , - 
03/10/2024,OAXACA,Argentina, 1 , 1 , - , - , - , - , - , - 
03/10/2024,OAXACA,China, 1 , 1 , - , - , - , - , - , - 
03/10/2024,OAXACA,Colombia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,OAXACA,Cuba, 2 , 2 , - , - , - , - , - , - 
03/10/2024,OAXACA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,OAXACA,Finlandia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,OAXACA,Francia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,OAXACA,Italia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,OAXACA,República Bolivariana de Venezuela, 3 , - , - , - , 3 , - , - , - 
03/10/2024,PUEBLA,Austria, 1 , - , 1 , - , - , - , - , - 
03/10/2024,PUEBLA,China, 1 , - , 1 , - , - , - , - , - 
03/10/2024,PUEBLA,Colombia, 7 , 4 , 3 , - , - , - , - , - 
03/10/2024,PUEBLA,Cuba, 2 , - , 2 , - , - , - , - , - 
03/10/2024,PUEBLA,El Salvador, 1 , - , - , 1 , - , - , - , - 
03/10/2024,PUEBLA,España, 2 , - , 2 , - , - , - , - , - 
03/10/2024,PUEBLA,Estado Plurinacional de Bolivia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,PUEBLA,Estados Unidos de América, 2 , - , 2 , - , - , - , - , - 
03/10/2024,PUEBLA,Finlandia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,PUEBLA,Francia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,PUEBLA,Honduras, 1 , - , 1 , - , - , - , - , - 
03/10/2024,PUEBLA,Panamá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,PUEBLA,Reino Unido de Gran Bretaña e Irlanda del Norte, 1 , - , 1 , - , - , - , - , - 
03/10/2024,PUEBLA,República Bolivariana de Venezuela, 3 , 3 , - , - , - , - , - , - 
03/10/2024,PUEBLA,República Dominicana, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,Alemania, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,Colombia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,QUERETARO,Cuba, 2 , 2 , - , - , - , - , - , - 
03/10/2024,QUERETARO,Ecuador, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,El Salvador, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,España, 3 , 3 , - , - , - , - , - , - 
03/10/2024,QUERETARO,Estados Unidos de América, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,QUERETARO,Federación De Rusia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,Francia, 1 , 1 , - , - , - , - , - , - 
03/10/2024,QUERETARO,Guatemala, 1 , 1 , - , - , - , - , - , - 
03/10/2024,QUERETARO,India, 6 , 1 , 5 , - , - , - , - , - 
03/10/2024,QUERETARO,Japón, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,QUERETARO,Perú, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,República Bolivariana de Venezuela, 2 , - , 1 , - , 1 , - , - , - 
03/10/2024,QUERETARO,Suiza, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUERETARO,Ucrania, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Alemania, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Argentina, 8 , 1 , 7 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Belice, 35 , - , - , 1 , - , - , 34 , - 
03/10/2024,QUINTANA ROO,Brasil, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Canadá, 6 , - , 6 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,China, 4 , 2 , 2 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Colombia, 3 , 1 , 2 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Cuba, 10 , 6 , 3 , - , - , - , 1 , - 
03/10/2024,QUINTANA ROO,Ecuador, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,España, 1 , 1 , - , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Estados Unidos de América, 12 , 4 , 8 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Federación De Rusia, 3 , 1 , 2 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Francia, 4 , 1 , 3 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Guatemala, 5 , 2 , 1 , - , - , - , 2 , - 
03/10/2024,QUINTANA ROO,Italia, 2 , 2 , - , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Jamaica, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Nicaragua, 1 , - , - , - , - , - , 1 , - 
03/10/2024,QUINTANA ROO,Perú, 3 , - , 3 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Portugal, 1 , - , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,República Bolivariana de Venezuela, 4 , 2 , 2 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,República Dominicana, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,QUINTANA ROO,Turquía, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Brasil, 5 , - , 5 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,China, 2 , - , 2 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Colombia, 3 , 1 , 2 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Haití, 1 , 1 , - , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Honduras, 4 , 4 , - , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Japón, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Panamá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,Portugal, 2 , - , 2 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,República Bolivariana de Venezuela, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SAN LUIS POTOSI,República de Corea, 2 , - , 2 , - , - , - , - , - 
03/10/2024,SINALOA,Cuba, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SINALOA,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SINALOA,Perú, 1 , - , - , 1 , - , - , - , - 
03/10/2024,SINALOA,Vietnam, 2 , 2 , - , - , - , - , - , - 
03/10/2024,SONORA,Canadá, 2 , 2 , - , - , - , - , - , - 
03/10/2024,SONORA,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,SONORA,Estado Plurinacional de Bolivia, 1 , - , - , 1 , - , - , - , - 
03/10/2024,SONORA,Estados Unidos de América, 5 , 3 , 2 , - , - , - , - , - 
03/10/2024,SONORA,Puerto Rico, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TABASCO,Alemania, 3 , - , 3 , - , - , - , - , - 
03/10/2024,TABASCO,Canadá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TABASCO,Chile, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TABASCO,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TABASCO,Cuba, 2 , 2 , - , - , - , - , - , - 
03/10/2024,TABASCO,Ecuador, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TABASCO,Estado Plurinacional de Bolivia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,TABASCO,Guatemala, 22 , - , 1 , - , - , - , 7 , 14 
03/10/2024,TABASCO,Honduras, 7 , 7 , - , - , - , - , - , - 
03/10/2024,TABASCO,República Bolivariana de Venezuela, 12 , 4 , 8 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Brasil, 1 , 1 , - , - , - , - , - , - 
03/10/2024,TAMAULIPAS,China, 1 , 1 , - , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Colombia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Cuba, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Honduras, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Indonesia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,Panamá, 1 , - , 1 , - , - , - , - , - 
03/10/2024,TAMAULIPAS,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
03/10/2024,TLAXCALA,Chile, 1 , 1 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,Alemania, 1 , 1 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,China, 3 , 3 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,Colombia, 6 , 1 , 3 , 2 , - , - , - , - 
03/10/2024,VERACRUZ,Cuba, 1 , 1 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,España, 1 , 1 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,Estados Unidos de América, 1 , - , 1 , - , - , - , - , - 
03/10/2024,VERACRUZ,Guatemala, 1 , - , 1 , - , - , - , - , - 
03/10/2024,VERACRUZ,Honduras, 1 , 1 , - , - , - , - , - , - 
03/10/2024,VERACRUZ,Nicaragua, 1 , - , - , 1 , - , - , - , - 
03/10/2024,YUCATAN,Belice, 1 , - , - , 1 , - , - , - , - 
03/10/2024,YUCATAN,Canadá, 3 , - , 3 , - , - , - , - , - 
03/10/2024,YUCATAN,China, 2 , 1 , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,Colombia, 2 , - , 2 , - , - , - , - , - 
03/10/2024,YUCATAN,Costa Rica, 1 , - , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,Cuba, 6 , 3 , 3 , - , - , - , - , - 
03/10/2024,YUCATAN,El Salvador, 1 , - , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,España, 1 , 1 , - , - , - , - , - , - 
03/10/2024,YUCATAN,Estados Unidos de América, 6 , 2 , 4 , - , - , - , - , - 
03/10/2024,YUCATAN,Guatemala, 1 , - , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,Honduras, 1 , - , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,Italia, 1 , - , 1 , - , - , - , - , - 
03/10/2024,YUCATAN,República Bolivariana de Venezuela, 2 , - , 2 , - , - , - , - , - 
03/10/2024,ZACATECAS,Argentina, 1 , - , 1 , - , - , - , - , - 
03/10/2024,ZACATECAS,Chile, 1 , - , 1 , - , - , - , - , - 
03/10/2024,ZACATECAS,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
03/10/2024,ZACATECAS,Perú, 1 , - , 1 , - , - , - , - , - 
04/10/2024,AGUASCALIENTES,Belarús, 1 , - , 1 , - , - , - , - , - 
04/10/2024,AGUASCALIENTES,Colombia, 2 , - , 1 , 1 , - , - , - , - 
04/10/2024,AGUASCALIENTES,Cuba, 1 , 1 , - , - , - , - , - , - 
04/10/2024,AGUASCALIENTES,Francia, 1 , - , 1 , - , - , - , - , - 
04/10/2024,AGUASCALIENTES,Japón, 3 , - , 3 , - , - , - , - , - 
04/10/2024,AGUASCALIENTES,Perú, 1 , - , 1 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Argentina, 2 , 2 , - , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Brasil, 1 , - , 1 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,China, 5 , 1 , 4 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Colombia, 2 , 1 , 1 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,El Salvador, 2 , 2 , - , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Estados Unidos de América, 4 , 1 , 3 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Guatemala, 2 , 1 , 1 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Haití, 4 , 1 , 3 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Honduras, 3 , 3 , - , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA,Taiwan (Provincia de China), 2 , - , 2 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA SUR,Canadá, 2 , - , 2 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA SUR,Estados Unidos de América, 5 , - , 5 , - , - , - , - , - 
04/10/2024,BAJA CALIFORNIA SUR,Perú, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CAMPECHE,Brasil, 2 , - , 2 , - , - , - , - , - 
04/10/2024,CAMPECHE,Cuba, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CAMPECHE,Haití, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CAMPECHE,República Bolivariana de Venezuela, 3 , 1 , 2 , - , - , - , - , - 
04/10/2024,CAMPECHE,Vietnam, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CHIAPAS,Chile, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CHIAPAS,Colombia, 2 , 2 , - , - , - , - , - , - 
04/10/2024,CHIAPAS,Cuba, 27 , 23 , 1 , - , 3 , - , - , - 
04/10/2024,CHIAPAS,Ecuador, 8 , 4 , - , - , 4 , - , - , - 
04/10/2024,CHIAPAS,El Salvador, 16 , 13 , - , - , - , - , 3 , - 
04/10/2024,CHIAPAS,Estados Unidos de América, 6 , 1 , 5 , - , - , - , - , - 
04/10/2024,CHIAPAS,Guatemala, 273 , 26 , - , - , - , - , 247 , - 
04/10/2024,CHIAPAS,Haití, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CHIAPAS,Honduras, 63 , 59 , - , - , - , - , 4 , - 
04/10/2024,CHIAPAS,Italia, 3 , - , 2 , 1 , - , - , - , - 
04/10/2024,CHIAPAS,Portugal, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CHIAPAS,República Bolivariana de Venezuela, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CHIAPAS,República Dominicana, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CHIHUAHUA,China, 5 , 1 , 4 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Colombia, 3 , - , 2 , - , 1 , - , - , - 
04/10/2024,CHIHUAHUA,Cuba, 2 , 1 , 1 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,El Salvador, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Estados Unidos de América, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Filipinas, 2 , - , 2 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Marruecos, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Perú, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CHIHUAHUA,Turquía, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Alemania, 3 , - , 3 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Argentina, 16 , 3 , 13 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Australia, 1 , 1 , - , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Bélgica, 2 , 1 , 1 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Brasil, 7 , 2 , 4 , 1 , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Canadá, 4 , - , 4 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Chile, 11 , 2 , 9 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,China, 31 , 11 , 20 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Colombia, 42 , 9 , 30 , 3 , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Costa Rica, 2 , - , 2 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Cuba, 6 , 2 , 3 , 1 , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Ecuador, 6 , 2 , 3 , 1 , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,Egipto, 1 , - , 1 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,El Salvador, 4 , - , 4 , - , - , - , - , - 
04/10/2024,CIUDAD DE MEXICO,España, 11 , 2 , 9 , - , - , - , - , - 
