DIA,ESTADO / O.R.,NACIONALIDAD,INADMITIDOS
14/10/2024,Nuevo Leon,Colombia,15
14/10/2024,Nuevo Leon,Estados Unidos de América,1
14/10/2024,Querétaro,Estados Unidos de América,1
14/10/2024,Quintana Roo,Albania,3
14/10/2024,Quintana Roo,Azerbaiyán,1
14/10/2024,Quintana Roo,Belice,1
14/10/2024,Quintana Roo,Chile,1
14/10/2024,Quintana Roo,China,2
14/10/2024,Quintana Roo,Colombia,30
14/10/2024,Quintana Roo,Costa Rica,1
14/10/2024,Quintana Roo,España,1
14/10/2024,Quintana Roo,Federación De Rusia,3
14/10/2024,Quintana Roo,Haití,1
14/10/2024,Quintana Roo,Marruecos,1
14/10/2024,Quintana Roo,Pakistán,2
14/10/2024,Quintana Roo,Perú,1
14/10/2024,Quintana Roo,República Bolivariana de Venezuela,1
14/10/2024,Quintana Roo,Taiwan (Provincia de China),1
14/10/2024,Quintana Roo,Trinidad y Tobago,1
14/10/2024,Quintana Roo,Ucrania,2
15/10/2024,Baja California Sur,China,1
15/10/2024,Baja California,Taiwan (Provincia de China),1
15/10/2024,Chiapas,Guatemala,1
15/10/2024,Ciudad de México,Bangladesh,1
15/10/2024,Ciudad de México,Belarús,1
15/10/2024,Ciudad de México,China,21
15/10/2024,Ciudad de México,Colombia,118
15/10/2024,Ciudad de México,Costa Rica,1
15/10/2024,Ciudad de México,Cuba,1
15/10/2024,Ciudad de México,España,2
15/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,3
15/10/2024,Ciudad de México,Federación De Rusia,1
15/10/2024,Ciudad de México,Honduras,3
15/10/2024,Ciudad de México,India,3
15/10/2024,Ciudad de México,Malasia,2
15/10/2024,Ciudad de México,Pakistán,1
15/10/2024,Ciudad de México,República Bolivariana de Venezuela,3
15/10/2024,Ciudad de México,Turquía,8
15/10/2024,Ciudad de México,Vietnam,2
15/10/2024,Estado de México,Argentina,2
15/10/2024,Estado de México,Colombia,13
15/10/2024,Estado de México,España,1
15/10/2024,Estado de México,Federación De Rusia,1
15/10/2024,Estado de México,República Bolivariana de Venezuela,1
15/10/2024,Jalisco,Colombia,2
15/10/2024,Jalisco,India,3
15/10/2024,Jalisco,República Bolivariana de Venezuela,1
15/10/2024,Jalisco,Turquía,1
15/10/2024,Michoacán,Guatemala,1
15/10/2024,Quintana Roo,Argentina,5
15/10/2024,Quintana Roo,Chile,7
15/10/2024,Quintana Roo,Colombia,114
15/10/2024,Quintana Roo,Cuba,4
15/10/2024,Quintana Roo,Ecuador,1
15/10/2024,Quintana Roo,España,4
15/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,7
15/10/2024,Quintana Roo,Estados Unidos de América,3
15/10/2024,Quintana Roo,Federación De Rusia,12
15/10/2024,Quintana Roo,Francia,1
15/10/2024,Quintana Roo,Guatemala,1
15/10/2024,Quintana Roo,Haití,3
15/10/2024,Quintana Roo,Honduras,1
15/10/2024,Quintana Roo,India,2
15/10/2024,Quintana Roo,Israel,1
15/10/2024,Quintana Roo,Kenia,1
15/10/2024,Quintana Roo,Nigeria,2
15/10/2024,Quintana Roo,República Dominicana,1
15/10/2024,Quintana Roo,Rumania,2
15/10/2024,Quintana Roo,Turquía,3
15/10/2024,Quintana Roo,Ucrania,2
16/10/2024,Baja California Sur,Estados Unidos de América,1
16/10/2024,Baja California,Etiopia,1
16/10/2024,Baja California,Federación De Rusia,5
16/10/2024,Baja California,Guatemala,1
16/10/2024,Chiapas,Guatemala,3
16/10/2024,Chiapas,República Bolivariana de Venezuela,1
16/10/2024,Ciudad de México,Afganistán,1
16/10/2024,Ciudad de México,Brasil,1
16/10/2024,Ciudad de México,Camerún,1
16/10/2024,Ciudad de México,China,33
16/10/2024,Ciudad de México,Colombia,155
16/10/2024,Ciudad de México,Costa Rica,1
16/10/2024,Ciudad de México,Cuba,1
16/10/2024,Ciudad de México,El Salvador,1
16/10/2024,Ciudad de México,España,2
16/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,1
16/10/2024,Ciudad de México,Federación De Rusia,5
16/10/2024,Ciudad de México,Guatemala,4
16/10/2024,Ciudad de México,Honduras,1
16/10/2024,Ciudad de México,India,1
16/10/2024,Ciudad de México,Jamaica,1
16/10/2024,Ciudad de México,Jordania,1
16/10/2024,Ciudad de México,Nigeria,1
16/10/2024,Ciudad de México,Paraguay,1
16/10/2024,Ciudad de México,Perú,2
16/10/2024,Ciudad de México,República Bolivariana de Venezuela,6
16/10/2024,Ciudad de México,Turquía,2
16/10/2024,Estado de México,Bahamas,2
16/10/2024,Estado de México,Colombia,21
16/10/2024,Estado de México,Jamaica,2
16/10/2024,Jalisco,Colombia,1
16/10/2024,Nuevo Leon,Colombia,4
16/10/2024,Nuevo Leon,Cuba,1
16/10/2024,Nuevo Leon,India,4
16/10/2024,Nuevo Leon,Panamá,1
16/10/2024,Quintana Roo,Argentina,4
16/10/2024,Quintana Roo,Camerún,1
16/10/2024,Quintana Roo,Chile,1
16/10/2024,Quintana Roo,Colombia,93
16/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,2
16/10/2024,Quintana Roo,Federación De Rusia,4
16/10/2024,Quintana Roo,Iraq,1
16/10/2024,Quintana Roo,Jamaica,4
16/10/2024,Quintana Roo,República Bolivariana de Venezuela,1
16/10/2024,Quintana Roo,Rumania,2
16/10/2024,Quintana Roo,Turquía,2
16/10/2024,Quintana Roo,Ucrania,2
17/10/2024,Baja California Sur,Estados Unidos de América,2
17/10/2024,Ciudad de México,Azerbaiyán,3
17/10/2024,Ciudad de México,Camerún,1
17/10/2024,Ciudad de México,China,18
17/10/2024,Ciudad de México,Colombia,140
17/10/2024,Ciudad de México,Costa Rica,3
17/10/2024,Ciudad de México,Cuba,1
17/10/2024,Ciudad de México,España,1
17/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,7
17/10/2024,Ciudad de México,Estados Unidos de América,3
17/10/2024,Ciudad de México,Federación De Rusia,2
17/10/2024,Ciudad de México,Francia,1
17/10/2024,Ciudad de México,Guatemala,3
17/10/2024,Ciudad de México,Honduras,2
17/10/2024,Ciudad de México,India,2
17/10/2024,Ciudad de México,Jamaica,4
17/10/2024,Ciudad de México,Nicaragua,1
17/10/2024,Ciudad de México,Pakistán,1
17/10/2024,Ciudad de México,Panamá,3
17/10/2024,Ciudad de México,Paraguay,1
17/10/2024,Ciudad de México,Perú,2
17/10/2024,Ciudad de México,República Bolivariana de Venezuela,1
17/10/2024,Ciudad de México,Turquía,8
17/10/2024,Ciudad de México,Vietnam,1
17/10/2024,Estado de México,Colombia,9
17/10/2024,Estado de México,España,4
17/10/2024,Estado de México,Jamaica,1
17/10/2024,Jalisco,Brasil,1
17/10/2024,Jalisco,Colombia,21
17/10/2024,Jalisco,Honduras,1
17/10/2024,Jalisco,Panamá,1
17/10/2024,Nuevo Leon,Estado Plurinacional de Bolivia,1
17/10/2024,Quintana Roo,Albania,1
17/10/2024,Quintana Roo,Arabia Saudita,1
17/10/2024,Quintana Roo,Armenia,1
17/10/2024,Quintana Roo,Azerbaiyán,1
17/10/2024,Quintana Roo,Canadá,2
17/10/2024,Quintana Roo,Chile,1
17/10/2024,Quintana Roo,China,2
17/10/2024,Quintana Roo,Colombia,57
17/10/2024,Quintana Roo,España,1
17/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,4
17/10/2024,Quintana Roo,Estados Unidos de América,2
17/10/2024,Quintana Roo,Federación De Rusia,5
17/10/2024,Quintana Roo,Haití,4
17/10/2024,Quintana Roo,Jamaica,4
17/10/2024,Quintana Roo,Pakistán,1
17/10/2024,Quintana Roo,Panamá,2
17/10/2024,Quintana Roo,Perú,1
17/10/2024,Quintana Roo,Rumania,1
17/10/2024,Quintana Roo,Suecia,1
17/10/2024,Quintana Roo,Trinidad y Tobago,1
17/10/2024,Quintana Roo,Ucrania,1
18/10/2024,Baja California,China,1
18/10/2024,Baja California,Etiopia,5
18/10/2024,Chiapas,Colombia,2
18/10/2024,Chiapas,Guatemala,1
18/10/2024,Ciudad de México,Argentina,4
18/10/2024,Ciudad de México,China,22
18/10/2024,Ciudad de México,Colombia,145
18/10/2024,Ciudad de México,Cuba,1
18/10/2024,Ciudad de México,El Salvador,3
18/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,2
18/10/2024,Ciudad de México,Estados Unidos de América,3
18/10/2024,Ciudad de México,Etiopia,1
18/10/2024,Ciudad de México,Guatemala,1
18/10/2024,Ciudad de México,India,3
18/10/2024,Ciudad de México,Pakistán,1
18/10/2024,Ciudad de México,Región Administrativa Especial Hong Kong,3
18/10/2024,Ciudad de México,República Bolivariana de Venezuela,1
18/10/2024,Estado de México,Armenia,4
18/10/2024,Estado de México,Colombia,13
18/10/2024,Estado de México,Estado Plurinacional de Bolivia,1
18/10/2024,Jalisco,Colombia,9
18/10/2024,Jalisco,Ecuador,1
18/10/2024,Jalisco,El Salvador,1
18/10/2024,Nuevo Leon,Colombia,13
18/10/2024,Nuevo Leon,Costa Rica,1
18/10/2024,Quintana Roo,Canadá,1
18/10/2024,Quintana Roo,Chile,3
18/10/2024,Quintana Roo,Colombia,130
18/10/2024,Quintana Roo,Cuba,2
18/10/2024,Quintana Roo,El Salvador,1
18/10/2024,Quintana Roo,España,1
18/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,4
18/10/2024,Quintana Roo,Estados Unidos de América,3
18/10/2024,Quintana Roo,Federación De Rusia,1
18/10/2024,Quintana Roo,Haití,1
18/10/2024,Quintana Roo,Jamaica,3
18/10/2024,Quintana Roo,Jordania,1
18/10/2024,Quintana Roo,Kirguistán,1
18/10/2024,Quintana Roo,Panamá,1
18/10/2024,Quintana Roo,Perú,2
18/10/2024,Quintana Roo,República Bolivariana de Venezuela,3
18/10/2024,Quintana Roo,República de Moldova,1
18/10/2024,Quintana Roo,Rumania,1
18/10/2024,Quintana Roo,Serbia,2
18/10/2024,Quintana Roo,Trinidad y Tobago,1
19/10/2024,Baja California Sur,Estados Unidos de América,1
19/10/2024,Chiapas,Guatemala,1
19/10/2024,Ciudad de México,Afganistán,1
19/10/2024,Ciudad de México,Armenia,3
19/10/2024,Ciudad de México,Chile,1
19/10/2024,Ciudad de México,China,22
19/10/2024,Ciudad de México,Colombia,119
19/10/2024,Ciudad de México,Costa Rica,6
19/10/2024,Ciudad de México,Cuba,2
19/10/2024,Ciudad de México,El Salvador,1
19/10/2024,Ciudad de México,Eritrea,2
19/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,4
19/10/2024,Ciudad de México,Estados Unidos de América,2
19/10/2024,Ciudad de México,Etiopia,1
19/10/2024,Ciudad de México,Guatemala,1
19/10/2024,Ciudad de México,Nigeria,1
19/10/2024,Ciudad de México,Panamá,3
19/10/2024,Ciudad de México,Región Administrativa Especial Hong Kong,2
19/10/2024,Ciudad de México,República Federal Democrática de Nepal,2
19/10/2024,Ciudad de México,Somalia,1
19/10/2024,Ciudad de México,Turquía,1
19/10/2024,Ciudad de México,Uzbekistán,1
19/10/2024,Estado de México,China,3
19/10/2024,Estado de México,Colombia,9
19/10/2024,Estado de México,Costa Rica,1
19/10/2024,Estado de México,República Bolivariana de Venezuela,3
19/10/2024,Estado de México,Vietnam,3
19/10/2024,Jalisco,Estados Unidos de América,1
19/10/2024,Nuevo Leon,Colombia,1
19/10/2024,Nuevo Leon,Cuba,3
19/10/2024,Quintana Roo,Argentina,5
19/10/2024,Quintana Roo,Azerbaiyán,2
19/10/2024,Quintana Roo,China,4
19/10/2024,Quintana Roo,Colombia,78
19/10/2024,Quintana Roo,Cuba,3
19/10/2024,Quintana Roo,Estados Unidos de América,1
19/10/2024,Quintana Roo,Federación De Rusia,4
19/10/2024,Quintana Roo,Francia,1
19/10/2024,Quintana Roo,Honduras,1
19/10/2024,Quintana Roo,India,2
19/10/2024,Quintana Roo,Región Administrativa Especial Hong Kong,1
19/10/2024,Quintana Roo,República Bolivariana de Venezuela,1
19/10/2024,Quintana Roo,Ucrania,1
20/10/2024,Baja California,Estados Unidos de América,1
20/10/2024,Ciudad de México,Azerbaiyán,2
20/10/2024,Ciudad de México,Brasil,1
20/10/2024,Ciudad de México,Chile,1
20/10/2024,Ciudad de México,China,6
20/10/2024,Ciudad de México,Colombia,55
20/10/2024,Ciudad de México,Costa Rica,1
20/10/2024,Ciudad de México,Cuba,1
20/10/2024,Ciudad de México,Eritrea,2
20/10/2024,Ciudad de México,España,1
20/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,2
20/10/2024,Ciudad de México,Federación De Rusia,4
20/10/2024,Ciudad de México,Guatemala,2
20/10/2024,Ciudad de México,Haití,1
20/10/2024,Ciudad de México,India,1
20/10/2024,Ciudad de México,Panamá,2
20/10/2024,Ciudad de México,Región Administrativa Especial Hong Kong,1
20/10/2024,Ciudad de México,República Bolivariana de Venezuela,3
20/10/2024,Ciudad de México,Turquía,2
20/10/2024,Estado de México,Argentina,1
20/10/2024,Estado de México,Colombia,13
20/10/2024,Estado de México,Jamaica,4
20/10/2024,Jalisco,Azerbaiyán,1
20/10/2024,Jalisco,Colombia,8
20/10/2024,Jalisco,Estados Unidos de América,1
20/10/2024,Nuevo Leon,Colombia,2
20/10/2024,Nuevo Leon,Panamá,1
20/10/2024,Quintana Roo,Argentina,4
20/10/2024,Quintana Roo,Canadá,2
20/10/2024,Quintana Roo,China,5
20/10/2024,Quintana Roo,Colombia,112
20/10/2024,Quintana Roo,El Salvador,1
20/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,5
20/10/2024,Quintana Roo,Estados Unidos de América,1
20/10/2024,Quintana Roo,Federación De Rusia,2
20/10/2024,Quintana Roo,Filipinas,3
20/10/2024,Quintana Roo,Haití,2
20/10/2024,Quintana Roo,Jamaica,4
20/10/2024,Quintana Roo,Perú,1
20/10/2024,Quintana Roo,Rumania,1
20/10/2024,Quintana Roo,Turquía,4
21/10/2024,Ciudad de México,Argentina,2
21/10/2024,Ciudad de México,Azerbaiyán,2
21/10/2024,Ciudad de México,Camerún,1
21/10/2024,Ciudad de México,China,12
21/10/2024,Ciudad de México,Colombia,58
21/10/2024,Ciudad de México,Eritrea,2
21/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,5
21/10/2024,Ciudad de México,Federación De Rusia,3
21/10/2024,Ciudad de México,Irlanda,1
21/10/2024,Ciudad de México,Líbano,1
21/10/2024,Ciudad de México,Pakistán,1
21/10/2024,Ciudad de México,Turquía,1
21/10/2024,Ciudad de México,Vietnam,1
21/10/2024,Estado de México,Colombia,3
21/10/2024,Nuevo Leon,Colombia,12
21/10/2024,Quintana Roo,Argentina,4
21/10/2024,Quintana Roo,Armenia,8
21/10/2024,Quintana Roo,Brasil,1
21/10/2024,Quintana Roo,Chile,2
21/10/2024,Quintana Roo,Colombia,67
21/10/2024,Quintana Roo,Costa Rica,1
21/10/2024,Quintana Roo,Cuba,5
21/10/2024,Quintana Roo,España,3
21/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,17
21/10/2024,Quintana Roo,Etiopia,1
21/10/2024,Quintana Roo,Federación De Rusia,11
21/10/2024,Quintana Roo,Filipinas,3
21/10/2024,Quintana Roo,Haití,1
21/10/2024,Quintana Roo,India,1
21/10/2024,Quintana Roo,Japón,1
21/10/2024,Quintana Roo,Países Bajos,1
21/10/2024,Quintana Roo,Panamá,2
21/10/2024,Quintana Roo,Perú,2
21/10/2024,Quintana Roo,República Bolivariana de Venezuela,3
21/10/2024,Quintana Roo,Ucrania,2
21/10/2024,Quintana Roo,Yemen,1
22/10/2024,Baja California,Estados Unidos de América,1
22/10/2024,Ciudad de México,Afganistán,2
22/10/2024,Ciudad de México,Belarús,1
22/10/2024,Ciudad de México,Chile,3
22/10/2024,Ciudad de México,China,17
22/10/2024,Ciudad de México,Colombia,123
22/10/2024,Ciudad de México,Costa Rica,4
22/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,7
22/10/2024,Ciudad de México,Estados Unidos de América,1
22/10/2024,Ciudad de México,Federación De Rusia,8
22/10/2024,Ciudad de México,Guatemala,1
22/10/2024,Ciudad de México,Haití,5
22/10/2024,Ciudad de México,Kirguistán,3
22/10/2024,Ciudad de México,Perú,1
22/10/2024,Ciudad de México,República Bolivariana de Venezuela,4
22/10/2024,Ciudad de México,República Federal Democrática de Nepal,1
22/10/2024,Ciudad de México,Sri Lanka,5
22/10/2024,Ciudad de México,Turquía,2
22/10/2024,Ciudad de México,Vietnam,1
22/10/2024,Ciudad de México,Yemen,1
22/10/2024,Estado de México,China,3
22/10/2024,Estado de México,Colombia,14
22/10/2024,Estado de México,República Bolivariana de Venezuela,2
22/10/2024,Jalisco,Estados Unidos de América,1
22/10/2024,Jalisco,Sudáfrica,1
22/10/2024,Quintana Roo,Argentina,4
22/10/2024,Quintana Roo,Colombia,127
22/10/2024,Quintana Roo,Cuba,6
22/10/2024,Quintana Roo,Eritrea,1
22/10/2024,Quintana Roo,España,1
22/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,10
22/10/2024,Quintana Roo,Estados Unidos de América,1
22/10/2024,Quintana Roo,Federación De Rusia,11
22/10/2024,Quintana Roo,Francia,1
22/10/2024,Quintana Roo,Haití,2
22/10/2024,Quintana Roo,India,1
22/10/2024,Quintana Roo,Pakistán,1
22/10/2024,Quintana Roo,Panamá,2
22/10/2024,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
22/10/2024,Quintana Roo,República Bolivariana de Venezuela,1
22/10/2024,Quintana Roo,Rumania,6
22/10/2024,Quintana Roo,Turquía,2
22/10/2024,Quintana Roo,Ucrania,1
23/10/2024,Baja California,Pakistán,1
23/10/2024,Ciudad de México,Afganistán,1
23/10/2024,Ciudad de México,Argentina,5
23/10/2024,Ciudad de México,Belarús,3
23/10/2024,Ciudad de México,Camerún,1
23/10/2024,Ciudad de México,Canadá,1
23/10/2024,Ciudad de México,Chile,2
23/10/2024,Ciudad de México,China,9
23/10/2024,Ciudad de México,Colombia,84
23/10/2024,Ciudad de México,Cuba,2
23/10/2024,Ciudad de México,Ecuador,2
23/10/2024,Ciudad de México,España,1
23/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,4
23/10/2024,Ciudad de México,Estados Unidos de América,1
23/10/2024,Ciudad de México,Federación De Rusia,4
23/10/2024,Ciudad de México,Haití,1
23/10/2024,Ciudad de México,India,8
23/10/2024,Ciudad de México,Pakistán,1
23/10/2024,Ciudad de México,Panamá,1
23/10/2024,Ciudad de México,Perú,1
23/10/2024,Ciudad de México,República Árabe de Siria,1
23/10/2024,Ciudad de México,República Bolivariana de Venezuela,2
23/10/2024,Ciudad de México,República Democrática del Congo,2
23/10/2024,Ciudad de México,Rumania,7
23/10/2024,Ciudad de México,Sri Lanka,5
23/10/2024,Ciudad de México,Sudáfrica,2
23/10/2024,Ciudad de México,Turquía,2
23/10/2024,Estado de México,China,3
23/10/2024,Estado de México,Colombia,13
23/10/2024,Estado de México,Jamaica,1
23/10/2024,Estado de México,Vietnam,2
23/10/2024,Jalisco,Estados Unidos de América,1
23/10/2024,Jalisco,Filipinas,1
23/10/2024,Nuevo Leon,Colombia,2
23/10/2024,Nuevo Leon,España,1
23/10/2024,Nuevo Leon,Federación De Rusia,3
23/10/2024,Nuevo Leon,Panamá,1
23/10/2024,Nuevo Leon,Trinidad y Tobago,1
23/10/2024,Quintana Roo,Argentina,5
23/10/2024,Quintana Roo,China,1
23/10/2024,Quintana Roo,Colombia,43
23/10/2024,Quintana Roo,España,1
23/10/2024,Quintana Roo,Haití,1
23/10/2024,Quintana Roo,Jamaica,18
23/10/2024,Quintana Roo,Nigeria,2
23/10/2024,Quintana Roo,Panamá,1
23/10/2024,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
23/10/2024,Quintana Roo,República Bolivariana de Venezuela,3
24/10/2024,Chiapas,Guatemala,1
24/10/2024,Ciudad de México,Argentina,1
24/10/2024,Ciudad de México,Chile,1
24/10/2024,Ciudad de México,China,27
24/10/2024,Ciudad de México,Colombia,93
24/10/2024,Ciudad de México,Costa Rica,2
24/10/2024,Ciudad de México,Ecuador,1
24/10/2024,Ciudad de México,Estado Plurinacional de Bolivia,5
24/10/2024,Ciudad de México,Estados Unidos de América,2
24/10/2024,Ciudad de México,Federación De Rusia,3
24/10/2024,Ciudad de México,Ghana,1
24/10/2024,Ciudad de México,Haití,1
24/10/2024,Ciudad de México,India,2
24/10/2024,Ciudad de México,Panamá,3
24/10/2024,Ciudad de México,Perú,1
24/10/2024,Ciudad de México,República Bolivariana de Venezuela,1
24/10/2024,Ciudad de México,Turquía,13
24/10/2024,Estado de México,Colombia,16
24/10/2024,Estado de México,Cuba,3
24/10/2024,Estado de México,España,4
24/10/2024,Estado de México,República Bolivariana de Venezuela,1
24/10/2024,Jalisco,Colombia,19
24/10/2024,Nuevo Leon,Colombia,5
24/10/2024,Nuevo Leon,El Salvador,2
24/10/2024,Quintana Roo,Afganistán,1
24/10/2024,Quintana Roo,Arabia Saudita,1
24/10/2024,Quintana Roo,Argentina,4
24/10/2024,Quintana Roo,Chile,1
24/10/2024,Quintana Roo,China,2
24/10/2024,Quintana Roo,Colombia,91
24/10/2024,Quintana Roo,Costa Rica,3
24/10/2024,Quintana Roo,Cuba,2
24/10/2024,Quintana Roo,España,3
24/10/2024,Quintana Roo,Estado Plurinacional de Bolivia,7
24/10/2024,Quintana Roo,Estados Unidos de América,2
24/10/2024,Quintana Roo,Federación De Rusia,14
24/10/2024,Quintana Roo,Haití,5
24/10/2024,Quintana Roo,Jamaica,1
24/10/2024,Quintana Roo,Kirguistán,1
24/10/2024,Quintana Roo,Nicaragua,1
24/10/2024,Quintana Roo,Nigeria,1
24/10/2024,Quintana Roo,Panamá,4
24/10/2024,Quintana Roo,Trinidad y Tobago,2
