DIA,ESTADO / O.R.,NACIONALIDAD,RETORNADOS A SU PAÍS,DEPORTADOS,RETORNOS ASISTIDOS
13/09/2025,Chiapas,Ecuador,1,0,1
13/09/2025,Chiapas,Guatemala,1,0,1
13/09/2025,Chiapas,Nicaragua,1,0,1
13/09/2025,Chiapas,Panamá,1,0,1
13/09/2025,Ciudad de México,Colombia,1,0,1
13/09/2025,Querétaro,Colombia,2,0,2
13/09/2025,Tabasco,Guatemala,27,0,27
13/09/2025,Yucatán,Colombia,2,2,0
14/09/2025,Baja California,Cuba,1,0,1
14/09/2025,Baja California,Haití,2,0,2
14/09/2025,Ciudad de México,El Salvador,1,0,1
15/09/2025,Chiapas,Ecuador,1,0,1
15/09/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
15/09/2025,Ciudad de México,Honduras,1,0,1
15/09/2025,Oaxaca,Honduras,1,1,0
16/09/2025,Chiapas,Cuba,2,0,2
16/09/2025,Chiapas,El Salvador,4,0,4
17/09/2025,Baja California,El Salvador,1,0,1
17/09/2025,Baja California,Estados Unidos de América,1,0,1
17/09/2025,Baja California,República Bolivariana de Venezuela,1,0,1
17/09/2025,Chiapas,Guatemala,21,0,21
17/09/2025,Chiapas,Honduras,24,2,22
17/09/2025,Chiapas,Nicaragua,1,0,1
17/09/2025,Colima,Estados Unidos de América,1,0,1
18/09/2025,Baja California,Estados Unidos de América,1,0,1
18/09/2025,Baja California,Guatemala,1,0,1
18/09/2025,Baja California,República Bolivariana de Venezuela,1,0,1
18/09/2025,Chiapas,Colombia,1,1,0
18/09/2025,Chiapas,Cuba,1,0,1
18/09/2025,Chiapas,Guatemala,3,0,3
18/09/2025,Chiapas,Perú,1,0,1
18/09/2025,Ciudad de México,Colombia,4,0,4
18/09/2025,Tabasco,El Salvador,2,1,1
18/09/2025,Tabasco,Guatemala,29,0,29
18/09/2025,Tabasco,Honduras,35,0,35
18/09/2025,Tamaulipas,Honduras,1,0,1
18/09/2025,Veracruz,Honduras,3,0,3
18/09/2025,Zacatecas,Ecuador,1,0,1
18/09/2025,Zacatecas,Guatemala,1,0,1
19/09/2025,Baja California,Honduras,1,0,1
19/09/2025,Chiapas,Colombia,1,0,1
19/09/2025,Chiapas,Cuba,1,0,1
19/09/2025,Ciudad de México,El Salvador,1,1,0
19/09/2025,Tabasco,Guatemala,16,0,16
20/09/2025,Chiapas,El Salvador,1,0,1
20/09/2025,Chiapas,Guatemala,8,0,8
20/09/2025,Chihuahua,Guatemala,1,0,1
20/09/2025,Ciudad de México,Colombia,1,1,0
20/09/2025,Oaxaca,Colombia,1,1,0
20/09/2025,Puebla,Honduras,2,2,0
21/09/2025,Sonora,Honduras,1,0,1
22/09/2025,Baja California,Estados Unidos de América,1,0,1
22/09/2025,Chiapas,Guatemala,7,0,7
22/09/2025,Chiapas,Honduras,17,1,16
22/09/2025,Sonora,Estados Unidos de América,2,2,0
22/09/2025,Sonora,Guatemala,2,0,2
22/09/2025,Veracruz,Guatemala,4,0,4
22/09/2025,Veracruz,Honduras,2,0,2
23/09/2025,Baja California,Guatemala,1,0,1
23/09/2025,Baja California,República Bolivariana de Venezuela,1,0,1
23/09/2025,Chiapas,Cuba,1,0,1
23/09/2025,Chiapas,Guatemala,13,0,13
23/09/2025,Chiapas,Marruecos,1,0,1
23/09/2025,Chihuahua,Guatemala,1,0,1
23/09/2025,Ciudad de México,Guatemala,1,0,1
23/09/2025,Tabasco,Guatemala,50,0,50
23/09/2025,Tabasco,Honduras,25,0,25
24/09/2025,Chiapas,Colombia,1,0,1
24/09/2025,Chiapas,Cuba,1,0,1
24/09/2025,Chiapas,El Salvador,2,0,2
24/09/2025,Chiapas,Guatemala,7,0,7
24/09/2025,Chiapas,Nicaragua,1,0,1
24/09/2025,Chiapas,Perú,1,0,1
24/09/2025,Ciudad de México,Estados Unidos de América,1,0,1
24/09/2025,Puebla,Colombia,1,1,0
24/09/2025,Tabasco,Brasil,4,0,4
24/09/2025,Tabasco,Colombia,2,1,1
25/09/2025,Baja California,Belice,1,0,1
25/09/2025,Baja California,Estados Unidos de América,1,0,1
25/09/2025,Baja California,Honduras,1,0,1
25/09/2025,Baja California,Nicaragua,1,0,1
25/09/2025,Baja California,República Bolivariana de Venezuela,2,0,2
25/09/2025,Chiapas,Colombia,1,0,1
25/09/2025,Chiapas,El Salvador,1,0,1
25/09/2025,Chiapas,Guatemala,5,0,5
25/09/2025,Chiapas,Honduras,22,0,22
25/09/2025,Chihuahua,Guatemala,6,0,6
25/09/2025,Ciudad de México,Colombia,3,3,0
25/09/2025,Ciudad de México,Guatemala,1,0,1
25/09/2025,Ciudad de México,Honduras,1,0,1
25/09/2025,Puebla,Guatemala,1,0,1
25/09/2025,Tabasco,Cuba,1,1,0
25/09/2025,Tabasco,El Salvador,1,0,1
25/09/2025,Tabasco,Honduras,18,3,15
25/09/2025,Tamaulipas,Honduras,2,0,2
25/09/2025,Veracruz,Estados Unidos de América,1,0,1
25/09/2025,Veracruz,Honduras,6,0,6
26/09/2025,Chiapas,Costa Rica,1,1,0
26/09/2025,Chiapas,Cuba,1,0,1
26/09/2025,Chiapas,Ecuador,2,0,2
26/09/2025,Chiapas,El Salvador,3,1,2
26/09/2025,Chiapas,Guatemala,3,0,3
26/09/2025,Chiapas,Paraguay,1,0,1
26/09/2025,Chiapas,Perú,1,1,0
26/09/2025,Chihuahua,Guatemala,1,0,1
26/09/2025,Nuevo León,El Salvador,1,0,1
26/09/2025,Puebla,Colombia,1,1,0
26/09/2025,Sonora,Estados Unidos de América,1,1,0
26/09/2025,Tabasco,Guatemala,84,0,84
26/09/2025,Tamaulipas,Estados Unidos de América,1,0,1
26/09/2025,Yucatán,Colombia,1,1,0
26/09/2025,Yucatán,El Salvador,1,1,0
26/09/2025,Zacatecas,Guatemala,1,0,1
26/09/2025,Zacatecas,Honduras,2,0,2
27/09/2025,Chiapas,Guatemala,8,0,8
27/09/2025,Chihuahua,Guatemala,2,0,2
27/09/2025,Querétaro,Estados Unidos de América,1,1,0
27/09/2025,Querétaro,Honduras,2,0,2
27/09/2025,Quintana Roo,Estados Unidos de América,1,1,0
27/09/2025,San Luis Potosí,Guatemala,1,0,1
27/09/2025,San Luis Potosí,Honduras,1,0,1
27/09/2025,Tabasco,El Salvador,2,2,0
27/09/2025,Tabasco,Honduras,1,0,1
27/09/2025,Tamaulipas,Ecuador,2,0,2
27/09/2025,Tamaulipas,Nicaragua,1,0,1
28/09/2025,Chiapas,El Salvador,1,0,1
28/09/2025,Ciudad de México,Colombia,1,1,0
28/09/2025,Tabasco,Guatemala,15,0,15
29/09/2025,Baja California,Colombia,1,0,1
29/09/2025,Baja California,Estados Unidos de América,1,0,1
29/09/2025,Chiapas,Eslovenia,1,0,1
29/09/2025,Chiapas,Guatemala,20,0,20
29/09/2025,Chiapas,Honduras,19,1,18
29/09/2025,Sinaloa,Honduras,2,0,2
29/09/2025,Sonora,Guatemala,1,0,1
29/09/2025,Tabasco,Guatemala,31,0,31
29/09/2025,Tamaulipas,Estados Unidos de América,1,1,0
29/09/2025,Yucatán,Argentina,1,0,1
30/09/2025,Baja California,Guatemala,2,0,2
30/09/2025,Baja California,Honduras,1,0,1
30/09/2025,Baja California,Nicaragua,2,0,2
30/09/2025,Chiapas,Cuba,1,0,1
30/09/2025,Chiapas,Guatemala,5,0,5
30/09/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
30/09/2025,Ciudad de México,Guatemala,1,0,1
30/09/2025,Ciudad de México,Honduras,4,0,4
30/09/2025,Oaxaca,Argentina,1,0,1
30/09/2025,Tabasco,Colombia,1,1,0
30/09/2025,Tabasco,El Salvador,1,1,0
30/09/2025,Tabasco,Guatemala,19,1,18
30/09/2025,Tamaulipas,El Salvador,1,0,1
30/09/2025,Tamaulipas,Honduras,3,0,3
01/10/2025,Baja California,Estados Unidos de América,1,0,1
01/10/2025,Chiapas,Colombia,2,0,2
01/10/2025,Chiapas,Cuba,1,0,1
01/10/2025,Chiapas,El Salvador,1,0,1
01/10/2025,Chiapas,Guatemala,6,1,5
01/10/2025,Tabasco,El Salvador,1,0,1
01/10/2025,Tamaulipas,Guatemala,1,0,1
02/10/2025,Baja California,El Salvador,1,0,1
02/10/2025,Baja California,Estados Unidos de América,1,0,1
02/10/2025,Baja California,Kazajstan,1,0,1
02/10/2025,Chiapas,Cuba,3,0,3
02/10/2025,Chiapas,Ecuador,1,0,1
02/10/2025,Puebla,Honduras,2,2,0
02/10/2025,Querétaro,Colombia,3,3,0
02/10/2025,Querétaro,Guatemala,1,0,1
03/10/2025,Chiapas,Colombia,2,0,2
03/10/2025,Chiapas,Cuba,1,0,1
03/10/2025,Chiapas,Guatemala,12,1,11
03/10/2025,Ciudad de México,Colombia,6,6,0
03/10/2025,Oaxaca,Canadá,1,0,1
03/10/2025,Zacatecas,Chile,1,0,1
04/10/2025,Chiapas,Colombia,1,0,1
04/10/2025,Chiapas,El Salvador,1,0,1
04/10/2025,Chiapas,Guatemala,2,0,2
04/10/2025,Ciudad de México,Guatemala,4,0,4
04/10/2025,Tabasco,Colombia,2,2,0
04/10/2025,Tabasco,Guatemala,46,2,44
05/10/2025,Baja California,Estados Unidos de América,1,0,1
05/10/2025,Baja California,Guatemala,1,0,1
05/10/2025,Baja California,Haití,1,0,1
05/10/2025,Baja California,República Bolivariana de Venezuela,1,0,1
05/10/2025,Chiapas,Honduras,21,1,20
05/10/2025,Ciudad de México,Argentina,1,0,1
05/10/2025,Ciudad de México,Perú,1,1,0
05/10/2025,Oaxaca,Nicaragua,1,0,1
05/10/2025,Tabasco,Honduras,1,0,1
06/10/2025,Baja California,Argentina,1,0,1
06/10/2025,Chiapas,Cuba,1,0,1
06/10/2025,Chiapas,Guatemala,13,1,12
06/10/2025,Chihuahua,Guatemala,2,0,2
06/10/2025,Veracruz,Guatemala,1,0,1
07/10/2025,Chiapas,Colombia,1,0,1
07/10/2025,Chiapas,Guatemala,8,0,8
07/10/2025,Ciudad de México,Colombia,1,0,1
07/10/2025,Michoacán,República Bolivariana de Venezuela,1,0,1
07/10/2025,Puebla,Honduras,1,1,0
07/10/2025,Querétaro,Colombia,3,0,3
07/10/2025,Sonora,Estados Unidos de América,1,0,1
07/10/2025,Sonora,Guatemala,7,0,7
07/10/2025,Tabasco,Guatemala,29,0,29
07/10/2025,Tabasco,Honduras,19,1,18
07/10/2025,Tamaulipas,Estados Unidos de América,1,1,0
07/10/2025,Tamaulipas,Guatemala,1,0,1
07/10/2025,Yucatán,Argentina,1,0,1
08/10/2025,Baja California,Haití,1,0,1
08/10/2025,Chiapas,Brasil,1,0,1
08/10/2025,Chiapas,Colombia,2,0,2
08/10/2025,Chiapas,El Salvador,6,0,6
08/10/2025,Chiapas,Guatemala,13,0,13
08/10/2025,Chiapas,Honduras,22,0,22
08/10/2025,Chiapas,Marruecos,1,0,1
08/10/2025,Chiapas,Nicaragua,1,0,1
08/10/2025,Ciudad de México,Guatemala,2,0,2
08/10/2025,Puebla,Estados Unidos de América,1,0,1
09/10/2025,Baja California,Filipinas,1,0,1
09/10/2025,Chiapas,Guatemala,5,0,5
09/10/2025,Chihuahua,Guatemala,1,0,1
09/10/2025,Ciudad de México,Guatemala,2,0,2
09/10/2025,Ciudad de México,Honduras,1,0,1
09/10/2025,Nayarit,Estados Unidos de América,1,1,0
09/10/2025,Nuevo León,Estados Unidos de América,1,1,0
09/10/2025,Querétaro,Colombia,1,1,0
09/10/2025,Querétaro,Honduras,1,1,0
09/10/2025,Tabasco,Colombia,1,1,0
09/10/2025,Tabasco,El Salvador,1,1,0
09/10/2025,Yucatán,Argentina,1,0,1
09/10/2025,Yucatán,Colombia,5,0,5
09/10/2025,Yucatán,El Salvador,2,2,0
10/10/2025,Chiapas,Colombia,1,0,1
10/10/2025,Chiapas,El Salvador,1,0,1
10/10/2025,Chiapas,Guatemala,7,0,7
10/10/2025,Chiapas,Nicaragua,1,0,1
10/10/2025,Ciudad de México,Colombia,2,0,2
10/10/2025,Ciudad de México,Estados Unidos de América,1,0,1
10/10/2025,Ciudad de México,Honduras,1,0,1
10/10/2025,Tamaulipas,Estados Unidos de América,1,0,1
11/10/2025,Chiapas,Colombia,1,0,1
11/10/2025,Chiapas,Cuba,1,0,1
11/10/2025,Chiapas,El Salvador,1,0,1
11/10/2025,Chiapas,Guatemala,10,0,10
11/10/2025,Ciudad de México,Colombia,5,5,0
11/10/2025,Ciudad de México,El Salvador,1,0,1
11/10/2025,Ciudad de México,Perú,1,1,0
11/10/2025,Querétaro,Colombia,1,1,0
11/10/2025,Tabasco,El Salvador,1,1,0
12/10/2025,Baja California,Guatemala,1,0,1
12/10/2025,Baja California,Honduras,2,0,2
12/10/2025,Chiapas,Honduras,20,1,19
12/10/2025,Ciudad de México,Estados Unidos de América,1,1,0
12/10/2025,Tabasco,Colombia,3,2,1
12/10/2025,Tabasco,Ecuador,2,2,0
12/10/2025,Tabasco,Guatemala,17,0,17
13/10/2025,Chiapas,Cuba,6,0,6
13/10/2025,Chiapas,El Salvador,2,0,2
13/10/2025,Chiapas,Guatemala,22,1,21
13/10/2025,Chihuahua,Guatemala,2,0,2
13/10/2025,Quintana Roo,Estados Unidos de América,1,1,0
13/10/2025,Yucatán,Honduras,1,1,0
14/10/2025,Baja California,Guatemala,2,0,2
14/10/2025,Chiapas,Colombia,1,0,1
14/10/2025,Chiapas,Cuba,2,0,2
14/10/2025,Chiapas,Guatemala,9,0,9
14/10/2025,Chiapas,Honduras,24,0,24
14/10/2025,Chihuahua,Guatemala,2,0,2
14/10/2025,Puebla,Honduras,2,1,1
14/10/2025,San Luis Potosí,Colombia,1,0,1
14/10/2025,Sonora,El Salvador,1,1,0
14/10/2025,Sonora,España,1,0,1
14/10/2025,Sonora,Estados Unidos de América,2,2,0
14/10/2025,Sonora,Guatemala,4,0,4
14/10/2025,Tabasco,El Salvador,4,4,0
14/10/2025,Tabasco,Guatemala,59,1,58
14/10/2025,Tabasco,Honduras,28,1,27
15/10/2025,Baja California,Nicaragua,2,0,2
15/10/2025,Chiapas,Colombia,1,0,1
15/10/2025,Chiapas,Cuba,1,0,1
15/10/2025,Chiapas,El Salvador,4,0,4
15/10/2025,Ciudad de México,Colombia,1,1,0
15/10/2025,Ciudad de México,El Salvador,1,0,1
15/10/2025,Oaxaca,Ecuador,1,1,0
15/10/2025,Puebla,Estados Unidos de América,1,1,0
15/10/2025,Querétaro,Colombia,1,0,1
15/10/2025,Querétaro,Ecuador,1,0,1
15/10/2025,Tabasco,El Salvador,1,0,1
15/10/2025,Tamaulipas,Cuba,1,0,1
15/10/2025,Veracruz,Guatemala,39,0,39
16/10/2025,Baja California,Estados Unidos de América,1,0,1
16/10/2025,Baja California,Nicaragua,1,0,1
16/10/2025,Chiapas,Brasil,1,0,1
16/10/2025,Chiapas,Colombia,2,0,2
16/10/2025,Chiapas,Cuba,1,0,1
16/10/2025,Chiapas,El Salvador,4,0,4
16/10/2025,Chiapas,Guatemala,8,0,8
16/10/2025,Chiapas,Honduras,13,3,10
16/10/2025,Ciudad de México,Colombia,7,4,3
16/10/2025,Ciudad de México,Ecuador,2,2,0
16/10/2025,Ciudad de México,Guatemala,3,0,3
16/10/2025,Ciudad de México,Honduras,2,1,1
16/10/2025,Oaxaca,República Bolivariana de Venezuela,1,1,0
17/10/2025,Chiapas,Cuba,2,0,2
17/10/2025,Chiapas,Guatemala,4,0,4
17/10/2025,Chiapas,Nicaragua,1,0,1
17/10/2025,Ciudad de México,Guatemala,1,0,1
17/10/2025,Puebla,El Salvador,1,1,0
17/10/2025,Puebla,Guatemala,1,1,0
17/10/2025,Tabasco,Colombia,1,1,0
17/10/2025,Tabasco,Guatemala,30,1,29
17/10/2025,Tabasco,Honduras,20,0,20
17/10/2025,Veracruz,El Salvador,2,0,2
18/10/2025,Ciudad de México,Colombia,1,1,0
18/10/2025,Ciudad de México,Guatemala,2,0,2
18/10/2025,Querétaro,Colombia,1,0,1
19/10/2025,Baja California,Estados Unidos de América,2,0,2
19/10/2025,Baja California,Guatemala,2,0,2
19/10/2025,Chiapas,El Salvador,4,0,4
19/10/2025,Ciudad de México,Colombia,2,1,1
19/10/2025,Ciudad de México,Estados Unidos de América,2,0,2
19/10/2025,Zacatecas,China,2,2,0
20/10/2025,Chiapas,Cuba,2,0,2
20/10/2025,Chiapas,Federación De Rusia,1,0,1
20/10/2025,Chiapas,Guatemala,18,0,18
20/10/2025,Chiapas,Nicaragua,1,0,1
20/10/2025,San Luis Potosí,Honduras,1,0,1
20/10/2025,Tabasco,Guatemala,1,0,1
20/10/2025,Tamaulipas,Estados Unidos de América,1,1,0
21/10/2025,Baja California,Ecuador,1,0,1
21/10/2025,Baja California,Honduras,1,0,1
21/10/2025,Baja California,República Bolivariana de Venezuela,2,0,2
21/10/2025,Chiapas,Colombia,1,0,1
21/10/2025,Chiapas,Cuba,1,0,1
21/10/2025,Chiapas,Guatemala,11,0,11
21/10/2025,Chiapas,Honduras,14,0,14
21/10/2025,Ciudad de México,Guatemala,2,0,2
21/10/2025,Nuevo León,El Salvador,1,0,1
21/10/2025,Nuevo León,Estados Unidos de América,1,0,1
21/10/2025,Oaxaca,Ecuador,1,1,0
21/10/2025,Puebla,Guatemala,1,1,0
21/10/2025,Puebla,Honduras,2,2,0
21/10/2025,Sonora,Honduras,1,0,1
21/10/2025,Tabasco,Guatemala,38,1,37
21/10/2025,Tabasco,Honduras,32,2,30
21/10/2025,Veracruz,Guatemala,2,0,2
22/10/2025,Chiapas,El Salvador,5,0,5
22/10/2025,Chiapas,Estados Unidos de América,1,0,1
22/10/2025,Chiapas,Federación De Rusia,1,0,1
22/10/2025,Chiapas,Guatemala,9,0,9
22/10/2025,Chiapas,Honduras,3,0,3
22/10/2025,Chiapas,Nicaragua,1,0,1
22/10/2025,Ciudad de México,Colombia,4,4,0
22/10/2025,Ciudad de México,Honduras,1,1,0
22/10/2025,Tabasco,Colombia,1,1,0
22/10/2025,Tabasco,El Salvador,1,1,0
22/10/2025,Tabasco,República Bolivariana de Venezuela,1,1,0
23/10/2025,Baja California,Guatemala,1,0,1
23/10/2025,Baja California,República Bolivariana de Venezuela,1,0,1
23/10/2025,Chiapas,Brasil,1,0,1
23/10/2025,Chiapas,Colombia,1,0,1
23/10/2025,Chiapas,Cuba,1,0,1
23/10/2025,Chiapas,Guatemala,8,0,8
23/10/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
23/10/2025,Chihuahua,Guatemala,6,0,6
23/10/2025,Ciudad de México,Colombia,1,1,0
23/10/2025,Ciudad de México,El Salvador,1,0,1
23/10/2025,Yucatán,Perú,3,3,0
24/10/2025,Chiapas,El Salvador,1,0,1
24/10/2025,Chiapas,Guatemala,10,0,10
24/10/2025,Chiapas,Honduras,2,0,2
24/10/2025,Chiapas,Perú,1,0,1
24/10/2025,Chiapas,Uzbekistán,2,0,2
24/10/2025,Ciudad de México,El Salvador,1,1,0
24/10/2025,Ciudad de México,Estados Unidos de América,1,1,0
24/10/2025,Tabasco,Colombia,1,1,0
24/10/2025,Tabasco,Ecuador,1,1,0
24/10/2025,Tabasco,Honduras,18,1,17
24/10/2025,Tamaulipas,Honduras,2,0,2
25/10/2025,Chiapas,Cuba,2,0,2
25/10/2025,Chiapas,Guatemala,7,0,7
25/10/2025,Ciudad de México,Cuba,1,0,1
25/10/2025,Ciudad de México,Honduras,2,0,2
25/10/2025,Puebla,Guatemala,4,1,3
25/10/2025,Tabasco,Colombia,2,2,0
25/10/2025,Tabasco,Guatemala,14,0,14
26/10/2025,Baja California,Cuba,1,0,1
26/10/2025,Baja California,Estados Unidos de América,1,0,1
26/10/2025,Baja California,Guatemala,2,0,2
26/10/2025,Baja California,Honduras,3,0,3
26/10/2025,Baja California,República Bolivariana de Venezuela,1,0,1
26/10/2025,Chiapas,Colombia,1,0,1
26/10/2025,Chiapas,El Salvador,1,1,0
26/10/2025,Chiapas,Guatemala,3,0,3
26/10/2025,Chiapas,Honduras,14,1,13
26/10/2025,Ciudad de México,Argentina,1,0,1
26/10/2025,Nuevo León,Guatemala,2,0,2
26/10/2025,Tabasco,Ecuador,2,2,0
27/10/2025,Chiapas,El Salvador,1,0,1
27/10/2025,Chiapas,Guatemala,7,0,7
27/10/2025,Ciudad de México,República Bolivariana de Venezuela,1,0,1
28/10/2025,Baja California,El Salvador,2,0,2
28/10/2025,Baja California,Honduras,2,0,2
28/10/2025,Baja California,Turquía,1,0,1
28/10/2025,Chiapas,Colombia,1,0,1
28/10/2025,Chiapas,El Salvador,6,0,6
28/10/2025,Chiapas,Guatemala,13,0,13
28/10/2025,Chiapas,Honduras,11,3,8
28/10/2025,Chiapas,República Bolivariana de Venezuela,1,0,1
28/10/2025,Puebla,Canadá,1,0,1
28/10/2025,Tabasco,Colombia,2,2,0
28/10/2025,Tabasco,El Salvador,1,0,1
28/10/2025,Tabasco,Guatemala,57,0,57
28/10/2025,Tabasco,Honduras,23,0,23
28/10/2025,Veracruz,Honduras,3,0,3
29/10/2025,Baja California,Colombia,1,0,1
29/10/2025,Baja California,Guatemala,1,0,1
29/10/2025,Chiapas,Colombia,1,1,0
29/10/2025,Chiapas,Cuba,5,0,5
29/10/2025,Chiapas,Guatemala,6,0,6
29/10/2025,Chiapas,Honduras,3,0,3
29/10/2025,Ciudad de México,Colombia,2,2,0
29/10/2025,Ciudad de México,Guatemala,1,0,1
29/10/2025,Oaxaca,Colombia,1,0,1
30/10/2025,Chiapas,China,1,0,1
30/10/2025,Chiapas,Colombia,2,0,2
30/10/2025,Chiapas,Cuba,1,0,1
30/10/2025,Chiapas,Guatemala,11,1,10
30/10/2025,Chiapas,Honduras,12,0,12
30/10/2025,Chihuahua,Guatemala,1,0,1
30/10/2025,Ciudad de México,Honduras,2,0,2
30/10/2025,Oaxaca,Lituania,1,1,0
30/10/2025,Puebla,Honduras,4,0,4
30/10/2025,Tabasco,Colombia,1,1,0
30/10/2025,Tabasco,El Salvador,2,1,1
30/10/2025,Tabasco,Honduras,15,0,15
30/10/2025,Tabasco,Nicaragua,1,1,0
30/10/2025,Tamaulipas,El Salvador,1,0,1
30/10/2025,Tamaulipas,Honduras,1,0,1
31/10/2025,Baja California,Guatemala,1,0,1
31/10/2025,Baja California,Nigeria,1,0,1
31/10/2025,Chiapas,Colombia,2,0,2
31/10/2025,Chiapas,Cuba,2,0,2
31/10/2025,Chiapas,El Salvador,2,0,2
31/10/2025,Chiapas,Guatemala,11,0,11
31/10/2025,Querétaro,Colombia,2,1,1
31/10/2025,Sonora,El Salvador,2,0,2
31/10/2025,Sonora,Guatemala,3,0,3
31/10/2025,Yucatán,Colombia,1,1,0
01/11/2025,Chiapas,Argentina,1,0,1
01/11/2025,Chiapas,Ecuador,1,0,1
01/11/2025,Chiapas,Guatemala,9,0,9
01/11/2025,Ciudad de México,Colombia,2,2,0
01/11/2025,Ciudad de México,Estados Unidos de América,2,2,0
01/11/2025,Ciudad de México,Honduras,2,0,2
01/11/2025,Tabasco,Colombia,1,1,0
01/11/2025,Tabasco,Guatemala,25,2,23
01/11/2025,Yucatán,Cuba,1,1,0
02/11/2025,Baja California,Estados Unidos de América,1,0,1
02/11/2025,Baja California,Guatemala,1,0,1
02/11/2025,Baja California,Honduras,1,0,1
02/11/2025,Baja California,República Bolivariana de Venezuela,1,0,1
02/11/2025,Ciudad de México,Colombia,1,1,0
02/11/2025,Quintana Roo,Federación De Rusia,1,1,0
02/11/2025,Yucatán,Honduras,1,1,0
03/11/2025,Baja California,Guatemala,1,0,1
03/11/2025,Baja California,República Bolivariana de Venezuela,1,0,1
03/11/2025,Chiapas,Guatemala,19,0,19
03/11/2025,Chiapas,Honduras,10,0,10
03/11/2025,Ciudad de México,Colombia,1,1,0
03/11/2025,Nuevo León,Vietnam,1,0,1
03/11/2025,Tamaulipas,Honduras,1,0,1
03/11/2025,Veracruz,Guatemala,1,0,1
04/11/2025,Baja California,República Dominicana,1,0,1
04/11/2025,Chiapas,Guatemala,14,2,12
04/11/2025,Chiapas,Honduras,11,0,11
04/11/2025,Tabasco,Guatemala,35,3,32
05/11/2025,Chiapas,Colombia,2,1,1
05/11/2025,Chiapas,Cuba,1,0,1
05/11/2025,Chiapas,Guatemala,14,0,14
05/11/2025,Chiapas,Nicaragua,1,0,1
05/11/2025,Ciudad de México,Colombia,2,2,0
05/11/2025,Puebla,Honduras,1,0,1
05/11/2025,Sinaloa,Estados Unidos de América,1,1,0
05/11/2025,Tabasco,Honduras,16,0,16
05/11/2025,Tabasco,República Dominicana,1,1,0
05/11/2025,Tamaulipas,República Popular Democrática de Corea,3,0,3
05/11/2025,Veracruz,Honduras,10,0,10
06/11/2025,Baja California,Haití,1,0,1
06/11/2025,Baja California,Perú,1,0,1
06/11/2025,Baja California,Vietnam,1,0,1
06/11/2025,Chiapas,Cuba,1,0,1
06/11/2025,Chiapas,El Salvador,6,2,4
06/11/2025,Chiapas,Guatemala,12,3,9
06/11/2025,Chiapas,Honduras,18,3,15
06/11/2025,Chiapas,Perú,1,0,1
06/11/2025,Ciudad de México,Colombia,1,1,0
06/11/2025,Puebla,Guatemala,1,0,1
06/11/2025,Tamaulipas,Guatemala,1,0,1
06/11/2025,Yucatán,Brasil,2,2,0
06/11/2025,Yucatán,Colombia,1,1,0
07/11/2025,Baja California,El Salvador,2,0,2
07/11/2025,Baja California,Guatemala,2,0,2
07/11/2025,Baja California,Nicaragua,1,0,1
07/11/2025,Baja California,Perú,1,0,1
07/11/2025,Baja California,República Bolivariana de Venezuela,1,0,1
07/11/2025,Chiapas,Colombia,3,0,3
07/11/2025,Chiapas,El Salvador,9,0,9
07/11/2025,Chiapas,Guatemala,10,3,7
07/11/2025,Chiapas,Nicaragua,1,0,1
07/11/2025,Tabasco,El Salvador,1,0,1
07/11/2025,Tabasco,Estados Unidos de América,1,1,0
07/11/2025,Tabasco,Guatemala,20,0,20
07/11/2025,Yucatán,El Salvador,1,1,0
08/11/2025,Chiapas,Guatemala,13,0,13
08/11/2025,Chihuahua,Guatemala,5,0,5
08/11/2025,Ciudad de México,Argentina,1,1,0
08/11/2025,Ciudad de México,Colombia,1,1,0
08/11/2025,Ciudad de México,Honduras,1,0,1
08/11/2025,Ciudad de México,Perú,1,1,0
08/11/2025,Tabasco,Colombia,1,1,0
08/11/2025,Yucatán,Estados Unidos de América,1,0,1
09/11/2025,Baja California,Estados Unidos de América,1,0,1
09/11/2025,Baja California,Guatemala,1,0,1
09/11/2025,Baja California,República Bolivariana de Venezuela,1,0,1
09/11/2025,Ciudad de México,Estados Unidos de América,1,0,1
10/11/2025,Chiapas,El Salvador,1,1,0
10/11/2025,Chiapas,Guatemala,13,2,11
10/11/2025,Chiapas,Honduras,18,8,10
10/11/2025,Ciudad de México,El Salvador,1,1,0
10/11/2025,Tamaulipas,Guatemala,1,0,1
10/11/2025,Tamaulipas,Honduras,1,0,1
11/11/2025,Baja California,Guatemala,1,0,1
11/11/2025,Baja California,Honduras,1,0,1
11/11/2025,Chiapas,Cuba,2,0,2
11/11/2025,Chiapas,El Salvador,1,0,1
11/11/2025,Chiapas,Estados Unidos de América,1,0,1
11/11/2025,Chiapas,Guatemala,8,0,8
11/11/2025,Chiapas,Honduras,4,0,4
11/11/2025,Ciudad de México,Colombia,5,4,1
11/11/2025,Ciudad de México,Guatemala,1,0,1
11/11/2025,Ciudad de México,Honduras,1,0,1
11/11/2025,Nuevo León,El Salvador,1,1,0
11/11/2025,Tabasco,Guatemala,24,1,23
11/11/2025,Tabasco,Honduras,15,0,15
11/11/2025,Veracruz,Honduras,8,0,8
12/11/2025,Baja California,Ecuador,1,1,0
12/11/2025,Baja California,República Bolivariana de Venezuela,1,0,1
12/11/2025,Chiapas,Colombia,2,0,2
